Dia,Generacion_Total,Demanda,BESS_Nivel,Beneficio_Acumulado,Vendida_Generacion,Vendida_BESS,Turbina_Habilitada,FO
317,42481.776,4450.07,960.0138305999999,-64511797.02400005,4450.07,0.0,1,50000.0
318,43163.520000000004,3757.23,951.1841096999999,-64782570.72400005,3757.23,0.0,1,50000.0
319,48188.40000000001,5175.4,947.4969735,-65032684.72400005,5175.4,0.0,1,50000.0
320,47102.880000000005,3940.13,954.6771861,-65333707.02400005,3940.13,0.0,1,50000.0
321,47047.68,3894.79,958.8494718,-65636444.324000046,3894.79,0.0,1,50000.0
322,47249.520000000004,3648.68,950.5049004,-65953505.52400005,3648.68,0.0,1,50000.0
323,48088.8,5938.4619999999995,941.5781496000001,-66164470.42400005,5938.4619999999995,0.0,1,50000.0
324,48176.4,4547.48,948.3702426,-66445860.42400005,4547.48,0.0,1,50000.0
325,42307.68,3080.28,941.5781496000001,-66741923.224000044,3080.28,0.0,1,50000.0
326,43726.32,5362.54,945.7504352999999,-66938059.42400004,5362.54,0.0,1,50000.0
327,38750.4,4115.74,941.3840898,-67146776.42400004,4115.74,0.0,1,50000.0
328,42417.36,3575.948,950.1167807999999,-67419152.62400003,3575.948,0.0,1,50000.0
329,42231.84,4395.66,950.89302,-67648688.02400003,4395.66,0.0,1,50000.0
330,45762.479999999996,3125.55,950.0197509,-67977035.32400003,3125.55,0.0,1,50000.0
331,43421.52,3650.62,949.7286612,-68255719.52400003,3650.62,0.0,1,50000.0
332,41784.72,5514.94,947.6910333,-68424819.72400004,5514.94,0.0,1,50000.0
333,16637.6,4526.584,947.3029137,-68384866.52400003,4526.584,0.0,1,0.0
334,42797.04,6101.67,954.4831263,-68534753.42400004,6101.67,0.0,1,0.0
335,53355.84,5722.14,950.2138107,-68809204.82400005,5722.14,0.0,1,50000.0
336,41742.72,4036.03,954.0950066999999,-69051830.52400005,4036.03,0.0,1,50000.0
337,41547.50399999999,3756.7279999999996,944.6831064,-69306469.16400005,3756.7279999999996,0.0,1,50000.0
338,43480.8,4102.59,950.4078705000001,-69563147.66400005,4102.59,0.0,1,50000.0
339,48273.119999999995,5899.799,950.6019303,-69777888.91400005,5899.799,0.0,1,50000.0
340,49432.08,3797.36,943.5187476,-70109341.71400005,3797.36,0.0,1,50000.0
341,44278.8,3621.47,943.7128074,-70398056.21400005,3621.47,0.0,1,50000.0
342,47750.64,5875.234999999999,958.7524419,-70608800.86400005,5875.234999999999,0.0,1,50000.0
343,47349.6,3751.56,953.5128273,-70921718.86400005,3751.56,0.0,1,50000.0
344,41646.0,4189.92,944.2949868,-71155682.86400005,4189.92,0.0,1,50000.0
345,50577.119999999995,5472.01,950.89302,-71414853.56400006,5472.01,0.0,1,50000.0
346,42230.159999999996,4877.862999999999,947.0118239999999,-71620262.01400004,4877.862999999999,0.0,1,50000.0
347,44655.840000000004,3651.04,955.3563954,-71911268.41400005,3651.04,0.0,1,50000.0
348,41209.9392,5543.6,948.4672725,-72073187.80600005,5543.6,0.0,1,50000.0
349,45176.88,5229.15,953.9979768,-72290499.10600005,5229.15,0.0,1,50000.0
350,47255.28,4186.88,950.4078705000001,-72580707.90600005,4186.88,0.0,1,50000.0
351,47619.119999999995,5202.24,948.6613323,-72823787.10600005,5202.24,0.0,1,50000.0
352,44976.96000000001,5014.84,946.8177641999999,-73049814.70600004,5014.84,0.0,1,50000.0
353,15388.880000000001,4174.01,951.2811396000001,-73015003.00600004,4174.01,0.0,1,0.0
354,35464.2552,5896.797499999999,959.8197707999999,-73101805.68300004,5896.797499999999,0.0,1,0.0
355,46451.52,4504.825999999999,945.5563755000001,-73368079.58300005,4504.825999999999,0.0,1,50000.0
356,48760.56,5277.46,954.2890665,-73618812.18300004,5277.46,0.0,1,50000.0
357,44060.159999999996,3854.65,948.4672725,-73893681.28300004,3854.65,0.0,1,50000.0
358,40265.9232,4523.226,956.6177841,-74097179.21500003,4523.226,0.0,1,50000.0
359,19543.760000000002,3850.61,941.9662691999999,-74120086.31500003,3850.61,0.0,1,0.0
360,45671.28,3486.84,957.685113,-74429457.11500002,3486.84,0.0,1,0.0
361,36384.024000000005,3940.89,950.89302,-74623252.85500002,3940.89,0.0,1,50000.0
362,42397.44,4065.57,951.3781695,-74870948.75500003,4065.57,0.0,1,50000.0
363,49187.76,3014.1,941.6751795,-75239121.35500002,3014.1,0.0,1,50000.0
364,14613.199999999999,5007.18,946.2355848,-75154894.35500002,5007.18,0.0,1,0.0
365,43774.32,4426.085499999999,949.9227209999999,-75398333.28000002,4426.085499999999,0.0,1,0.0
