ID_Registro,Fecha,PerdidaCC1,PerdidaCC2,PerdidaCC1_Pct,PerdidaCC2_Pct,Causa,Duracion_Horas,Perdida_Ingresos_CC1_USD,Perdida_Ingresos_CC2_USD
1506,2011-06-17,60.18,26.68,7.08,3.56,Condiciones_Ambientales,12.2,36821.98,16326.98
1507,2014-12-04,58.67,27.13,6.9,3.62,Falla_Menor,21.8,63815.56,29512.39
1508,2018-12-21,32.37,50.99,3.81,6.8,Falla_Menor,61.3,99251.04,156336.06
1509,2002-09-27,50.77,44.18,5.97,5.89,Condiciones_Ambientales,31.2,79111.98,68846.27
1510,2014-07-26,45.28,39.61,5.33,5.28,Mantenimiento_Programado,11.3,25621.5,22412.21
1511,2004-01-03,34.97,24.9,4.11,3.32,Mantenimiento_Programado,44.7,78170.58,55650.95
1512,2013-12-02,47.48,31.11,5.59,4.15,Condiciones_Ambientales,11.3,26913.2,17636.45
1513,2006-08-07,44.12,42.63,5.19,5.68,Condiciones_Ambientales,28.3,62450.73,60339.38
1514,2012-12-24,38.76,51.7,4.56,6.89,Condiciones_Ambientales,47.2,91423.47,121954.42
1515,2006-01-01,63.81,46.01,7.51,6.13,Degradación_Equipos,41.4,132124.51,95267.11
1516,2018-10-30,45.2,57.86,5.32,7.72,Condiciones_Ambientales,46.4,104871.12,134256.04
1517,2006-05-31,55.27,27.13,6.5,3.62,Mantenimiento_Programado,10.3,28346.28,13914.09
1518,2012-03-01,44.2,52.2,5.2,6.96,Restricciones_Combustible,64.7,143035.22,168928.59
1519,2003-07-08,41.36,23.69,4.87,3.16,Restricciones_Combustible,54.6,112985.96,64703.62
1520,2019-04-29,34.07,35.65,4.01,4.75,Restricciones_Combustible,40.1,68236.4,71392.01
1521,2014-10-11,41.6,24.06,4.89,3.21,Restricciones_Combustible,66.8,138942.39,80349.42
1522,2003-03-17,56.61,47.07,6.66,6.28,Falla_Menor,51.2,144888.18,120456.59
1523,2002-08-11,65.25,56.85,7.68,7.58,Falla_Menor,70.0,228226.81,198841.97
1524,2013-11-24,63.16,39.03,7.43,5.2,Degradación_Equipos,4.8,15035.02,9290.66
1525,2006-10-02,25.9,58.43,3.05,7.79,Mantenimiento_Programado,18.5,24008.85,54171.99
1526,2007-10-11,37.96,26.05,4.47,3.47,Mantenimiento_Programado,15.2,28775.43,19750.19
1527,2016-05-28,38.94,59.88,4.58,7.98,Mantenimiento_Programado,19.5,37965.86,58381.03
1528,2017-09-25,64.09,50.06,7.54,6.67,Falla_Menor,68.7,220160.15,171949.21
1529,2014-08-21,32.93,58.91,3.87,7.85,Degradación_Equipos,59.6,98159.89,175590.39
1530,2006-07-19,66.3,24.41,7.8,3.25,Degradación_Equipos,9.9,32755.0,12057.13
1531,2009-08-02,55.63,44.24,6.54,5.9,Condiciones_Ambientales,46.0,128035.8,101807.39
1532,2005-08-08,26.57,30.86,3.13,4.11,Degradación_Equipos,31.8,42224.08,49046.66
1533,2002-06-24,51.48,48.13,6.06,6.42,Mantenimiento_Programado,66.1,170225.7,159169.87
1534,2004-04-01,37.29,54.1,4.39,7.21,Restricciones_Combustible,21.0,39209.58,56885.88
1535,2008-12-20,27.95,25.4,3.29,3.39,Condiciones_Ambientales,17.2,24012.61,21818.56
1536,2004-06-02,55.17,54.39,6.49,7.25,Mantenimiento_Programado,59.5,163996.18,161672.03
1537,2019-01-02,36.37,33.89,4.28,4.52,Falla_Menor,29.2,53180.41,49556.57
1538,2013-03-16,35.37,32.73,4.16,4.36,Degradación_Equipos,43.6,77154.84,71399.66
1539,2001-06-30,33.82,52.88,3.98,7.05,Falla_Menor,42.8,72373.53,113162.41
1540,2005-10-27,47.41,31.23,5.58,4.16,Restricciones_Combustible,57.1,135354.62,89157.76
1541,2004-12-23,39.21,39.44,4.61,5.26,Restricciones_Combustible,60.2,118112.99,118810.7
1542,2000-11-10,29.73,36.55,3.5,4.87,Restricciones_Combustible,39.6,58803.35,72286.54
1543,2015-10-22,61.6,59.65,7.25,7.95,Falla_Menor,47.7,146787.4,142130.34
1544,2000-06-01,56.51,48.51,6.65,6.47,Falla_Menor,38.8,109738.29,94203.17
1545,2016-02-08,26.28,38.55,3.09,5.14,Condiciones_Ambientales,52.0,68387.86,100306.49
1546,2014-08-22,43.6,24.81,5.13,3.31,Restricciones_Combustible,33.0,71885.86,40910.99
1547,2017-04-27,41.39,25.61,4.87,3.41,Falla_Menor,13.0,26934.72,16661.66
1548,2004-09-17,27.71,32.7,3.26,4.36,Falla_Menor,66.8,92489.94,109162.18
1549,2015-08-09,47.6,34.21,5.6,4.56,Restricciones_Combustible,65.0,154632.96,111117.86
1550,2007-04-27,60.97,39.71,7.17,5.29,Restricciones_Combustible,58.9,179476.57,116885.3
1551,2009-01-21,51.66,31.18,6.08,4.16,Falla_Menor,22.5,58089.92,35060.6
1552,2013-10-24,29.22,30.18,3.44,4.02,Condiciones_Ambientales,30.5,44492.29,45957.49
1553,2004-03-02,51.63,51.61,6.07,6.88,Falla_Menor,40.5,104470.42,104425.89
1554,2003-01-30,61.29,54.2,7.21,7.23,Mantenimiento_Programado,12.6,38743.92,34267.19
1555,2017-01-23,29.39,48.02,3.46,6.4,Mantenimiento_Programado,61.4,90164.36,147347.23
1556,2012-08-19,30.79,38.38,3.62,5.12,Degradación_Equipos,32.0,49303.32,61460.27
1557,2018-11-10,63.2,42.5,7.44,5.67,Mantenimiento_Programado,49.3,155755.96,104730.25
1558,2018-11-23,26.58,39.33,3.13,5.24,Mantenimiento_Programado,10.0,13326.41,19722.67
1559,2016-09-06,52.33,51.91,6.16,6.92,Mantenimiento_Programado,50.2,131263.6,130208.87
1560,2019-11-01,39.18,56.28,4.61,7.5,Condiciones_Ambientales,67.8,132843.98,190814.81
1561,2002-03-09,61.51,59.46,7.24,7.93,Condiciones_Ambientales,68.2,209893.1,202902.01
1562,2019-04-05,59.8,31.38,7.04,4.18,Mantenimiento_Programado,36.1,107987.55,56668.01
1563,2016-10-05,50.5,45.01,5.94,6.0,Restricciones_Combustible,70.0,176733.93,157516.92
1564,2005-11-17,51.66,53.65,6.08,7.15,Condiciones_Ambientales,38.5,99412.42,103230.36
1565,2004-01-19,66.53,59.44,7.83,7.93,Mantenimiento_Programado,44.5,147954.05,132199.99
1566,2013-09-30,50.66,31.21,5.96,4.16,Falla_Menor,7.6,19336.92,11913.0
1567,2001-07-09,55.24,57.47,6.5,7.66,Degradación_Equipos,19.1,52755.44,54884.36
1568,2000-03-26,58.32,31.86,6.86,4.25,Degradación_Equipos,12.9,37676.88,20585.87
1569,2006-05-20,41.64,52.77,4.9,7.04,Condiciones_Ambientales,50.2,104498.1,132433.8
1570,2009-01-03,54.38,56.0,6.4,7.47,Mantenimiento_Programado,71.0,193176.41,198925.76
1571,2002-04-24,38.62,39.96,4.54,5.33,Condiciones_Ambientales,55.7,107559.76,111313.29
1572,2000-11-25,53.64,25.11,6.31,3.35,Mantenimiento_Programado,38.1,102204.19,47837.67
1573,2010-01-17,38.66,45.4,4.55,6.05,Condiciones_Ambientales,13.9,26928.02,31623.44
1574,2005-12-17,61.89,57.74,7.28,7.7,Mantenimiento_Programado,29.7,92001.26,85840.16
1575,2015-12-11,41.15,54.71,4.84,7.3,Degradación_Equipos,45.7,93970.98,124940.5
1576,2010-09-08,31.75,25.74,3.74,3.43,Falla_Menor,22.7,35974.58,29166.64
1577,2004-01-23,62.12,32.63,7.31,4.35,Restricciones_Combustible,26.4,82004.31,43073.27
1578,2002-04-26,57.06,28.82,6.71,3.84,Restricciones_Combustible,60.2,171882.15,86794.14
1579,2010-05-24,60.24,34.04,7.09,4.54,Degradación_Equipos,5.6,16927.42,9564.74
1580,2018-08-07,39.82,58.88,4.68,7.85,Restricciones_Combustible,59.9,119303.77,176404.78
1581,2011-06-09,37.15,47.89,4.37,6.38,Falla_Menor,43.4,80626.46,103922.06
1582,2003-07-17,50.64,50.17,5.96,6.69,Mantenimiento_Programado,58.9,149040.94,147673.97
1583,2007-09-04,62.15,29.13,7.31,3.88,Degradación_Equipos,12.6,39211.76,18374.43
1584,2016-05-02,35.63,36.78,4.19,4.9,Restricciones_Combustible,5.1,9155.49,9451.39
1585,2015-01-23,67.82,50.01,7.98,6.67,Falla_Menor,43.0,145653.88,107395.44
1586,2002-01-25,28.04,50.89,3.3,6.78,Degradación_Equipos,37.4,52439.19,95178.87
1587,2002-07-21,28.56,57.97,3.36,7.73,Mantenimiento_Programado,48.3,68913.78,139893.69
1588,2009-07-09,36.06,23.43,4.24,3.12,Mantenimiento_Programado,48.4,87179.73,56648.32
1589,2007-04-21,64.14,33.82,7.55,4.51,Falla_Menor,19.4,62364.75,32888.78
1590,2005-07-16,60.3,56.83,7.09,7.58,Restricciones_Combustible,62.9,189503.31,178582.45
1591,2008-05-27,49.13,49.92,5.78,6.66,Falla_Menor,64.4,158263.69,160805.66
1592,2003-06-28,44.08,42.53,5.19,5.67,Mantenimiento_Programado,63.7,140384.83,135441.8
1593,2004-02-27,47.14,47.07,5.55,6.28,Degradación_Equipos,70.2,165473.61,165216.25
1594,2017-03-31,66.28,36.56,7.8,4.87,Degradación_Equipos,7.9,26100.98,14396.58
1595,2016-07-10,53.34,45.45,6.28,6.06,Mantenimiento_Programado,64.4,171618.13,146235.09
1596,2008-02-09,27.68,44.27,3.26,5.9,Falla_Menor,25.4,35195.96,56286.29
1597,2013-07-15,63.77,48.17,7.5,6.42,Restricciones_Combustible,68.4,218004.07,164665.37
1598,2002-02-08,40.38,39.31,4.75,5.24,Restricciones_Combustible,59.0,119058.6,115898.74
1599,2004-01-01,31.66,37.11,3.73,4.95,Mantenimiento_Programado,7.2,11397.39,13356.86
1600,2011-07-04,44.49,38.2,5.23,5.09,Mantenimiento_Programado,64.9,144395.42,123972.13
1601,2019-05-31,57.65,45.2,6.78,6.03,Falla_Menor,59.0,170068.48,133328.84
1602,2018-09-28,42.33,59.72,4.98,7.96,Condiciones_Ambientales,58.0,122841.9,173326.93
1603,2013-12-08,47.33,48.44,5.57,6.46,Restricciones_Combustible,64.8,153296.6,156881.19
1604,2001-09-08,52.85,45.02,6.22,6.0,Degradación_Equipos,14.5,38379.01,32694.07
1605,2004-03-19,44.87,34.68,5.28,4.62,Falla_Menor,30.5,68533.23,52969.62
1606,2000-04-15,50.21,46.02,5.91,6.14,Restricciones_Combustible,70.4,176821.82,162064.26
1607,2018-05-18,32.61,41.09,3.84,5.48,Condiciones_Ambientales,33.1,53978.65,68017.76
1608,2007-09-08,35.37,26.81,4.16,3.57,Degradación_Equipos,67.4,119220.65,90371.53
1609,2007-07-30,65.76,40.46,7.74,5.39,Condiciones_Ambientales,10.2,33643.59,20699.59
1610,2000-10-05,34.39,31.97,4.05,4.26,Degradación_Equipos,32.5,55852.57,51927.54
1611,2006-08-03,28.54,50.75,3.36,6.77,Restricciones_Combustible,58.0,82701.51,147042.88
1612,2015-05-16,50.4,52.0,5.93,6.93,Restricciones_Combustible,43.1,108686.55,112151.98
1613,2006-05-01,48.5,49.44,5.71,6.59,Condiciones_Ambientales,10.1,24384.21,24854.82
1614,2016-08-27,49.83,41.55,5.86,5.54,Condiciones_Ambientales,70.7,176102.67,146827.23
1615,2002-05-22,27.85,38.63,3.28,5.15,Restricciones_Combustible,29.6,41197.02,57142.28
1616,2003-12-02,43.51,50.92,5.12,6.79,Mantenimiento_Programado,39.1,85158.16,99669.59
1617,2009-08-25,67.94,38.8,7.99,5.17,Mantenimiento_Programado,34.2,116173.26,66355.09
1618,2016-11-06,26.05,28.16,3.06,3.75,Mantenimiento_Programado,33.3,43438.49,46954.76
1619,2013-02-10,43.37,34.85,5.1,4.65,Mantenimiento_Programado,53.2,115412.23,92752.61
1620,2015-10-02,26.24,30.5,3.09,4.07,Falla_Menor,60.4,79299.03,92146.72
1621,2007-07-26,54.16,29.67,6.37,3.96,Restricciones_Combustible,68.5,185503.25,101628.6
1622,2001-01-23,66.02,26.16,7.77,3.49,Mantenimiento_Programado,12.2,40118.64,15899.18
1623,2019-02-08,39.43,53.63,4.64,7.15,Restricciones_Combustible,35.3,69576.42,94644.09
1624,2008-08-24,29.62,36.01,3.48,4.8,Mantenimiento_Programado,51.3,76021.28,92424.96
1625,2015-10-15,48.28,59.57,5.68,7.94,Degradación_Equipos,33.2,80162.65,98907.9
1626,2006-03-29,66.07,41.57,7.77,5.54,Falla_Menor,24.9,82213.62,51731.39
1627,2001-12-05,45.77,33.61,5.39,4.48,Condiciones_Ambientales,60.7,139025.87,102088.05
1628,2011-01-30,52.74,25.88,6.2,3.45,Condiciones_Ambientales,18.8,49543.75,24311.86
1629,2002-03-19,29.83,38.02,3.51,5.07,Condiciones_Ambientales,66.2,98690.0,125783.75
1630,2019-04-07,48.48,37.48,5.7,5.0,Restricciones_Combustible,48.8,118412.63,91548.4
1631,2019-02-11,39.6,48.83,4.66,6.51,Condiciones_Ambientales,9.9,19597.43,24165.24
1632,2003-10-06,32.54,31.93,3.83,4.26,Degradación_Equipos,28.3,46081.69,45221.06
1633,2007-11-25,38.43,26.1,4.52,3.48,Degradación_Equipos,7.6,14547.74,9879.22
1634,2002-10-24,30.94,23.24,3.64,3.1,Falla_Menor,61.6,95250.77,71558.36
1635,2004-03-07,26.7,22.89,3.14,3.05,Condiciones_Ambientales,22.4,29878.0,25617.28
1636,2019-07-28,49.0,57.48,5.76,7.66,Condiciones_Ambientales,55.6,136171.51,159752.68
1637,2016-08-14,30.08,42.89,3.54,5.72,Restricciones_Combustible,22.9,34480.59,49163.25
1638,2015-09-09,38.8,34.24,4.56,4.57,Falla_Menor,7.1,13727.36,12113.35
1639,2005-09-12,35.42,50.67,4.17,6.76,Mantenimiento_Programado,17.8,31497.4,45066.06
1640,2005-08-07,25.71,42.73,3.02,5.7,Degradación_Equipos,43.0,55329.76,91961.98
1641,2005-02-16,29.71,53.29,3.5,7.11,Restricciones_Combustible,39.5,58638.08,105170.08
1642,2012-02-05,66.19,45.84,7.79,6.11,Falla_Menor,7.0,23311.82,16144.04
1643,2019-09-24,56.3,35.86,6.62,4.78,Mantenimiento_Programado,43.4,122140.05,77808.1
1644,2003-09-17,29.31,28.75,3.45,3.83,Falla_Menor,22.1,32396.82,31775.39
1645,2016-06-23,67.65,29.51,7.96,3.94,Restricciones_Combustible,21.0,71191.45,31060.9
1646,2001-01-20,33.38,51.21,3.93,6.83,Condiciones_Ambientales,8.6,14296.67,21930.85
1647,2008-09-06,58.38,53.09,6.87,7.08,Restricciones_Combustible,40.6,118437.54,107710.14
1648,2008-07-13,61.6,53.73,7.25,7.16,Degradación_Equipos,27.7,85178.99,74286.86
1649,2011-03-16,51.64,53.57,6.08,7.14,Mantenimiento_Programado,14.8,38172.24,39602.02
1650,2014-03-09,27.64,57.16,3.25,7.62,Degradación_Equipos,55.9,77212.27,159655.63
1651,2018-07-15,43.39,52.5,5.1,7.0,Degradación_Equipos,67.8,147142.42,178065.09
1652,2017-09-24,54.87,38.34,6.46,5.11,Mantenimiento_Programado,14.3,39186.04,27380.41
1653,2004-10-14,65.28,42.94,7.68,5.73,Mantenimiento_Programado,50.3,164191.53,108009.89
1654,2018-07-02,56.55,58.21,6.65,7.76,Mantenimiento_Programado,55.5,157047.77,161663.05
1655,2005-09-07,41.91,50.3,4.93,6.71,Restricciones_Combustible,27.2,56954.36,68342.89
1656,2005-11-13,59.3,23.57,6.98,3.14,Falla_Menor,56.2,166761.14,66279.61
1657,2012-04-15,57.48,34.61,6.76,4.61,Condiciones_Ambientales,6.9,19859.46,11957.57
1658,2015-10-25,37.26,34.03,4.38,4.54,Restricciones_Combustible,60.2,112178.75,102470.73
1659,2018-12-31,25.81,38.87,3.04,5.18,Degradación_Equipos,52.9,68276.62,102797.0
1660,2018-12-08,27.14,26.84,3.19,3.58,Degradación_Equipos,24.4,33131.54,32769.08
1661,2018-06-30,34.22,53.35,4.03,7.11,Mantenimiento_Programado,68.3,116851.03,182169.19
1662,2007-04-15,26.62,46.9,3.13,6.25,Degradación_Equipos,6.3,8447.75,14881.94
1663,2011-09-23,33.57,27.95,3.95,3.73,Restricciones_Combustible,51.5,86516.96,72034.63
1664,2009-02-23,44.86,32.38,5.28,4.32,Condiciones_Ambientales,38.5,86343.27,62313.76
1665,2008-08-09,34.31,55.12,4.04,7.35,Falla_Menor,66.8,114523.09,183975.56
1666,2007-11-16,52.17,22.64,6.14,3.02,Restricciones_Combustible,14.5,37797.48,16404.12
1667,2010-10-04,65.55,40.74,7.71,5.43,Restricciones_Combustible,35.3,115765.62,71943.48
1668,2006-03-21,46.57,56.07,5.48,7.48,Degradación_Equipos,33.3,77526.32,93343.35
1669,2006-08-15,32.1,48.13,3.78,6.42,Condiciones_Ambientales,7.2,11591.65,17377.36
1670,2011-04-13,55.12,34.55,6.49,4.61,Restricciones_Combustible,39.3,108245.59,67850.45
1671,2011-12-13,46.5,51.82,5.47,6.91,Falla_Menor,71.2,165618.79,184564.48
1672,2009-04-30,45.04,46.65,5.3,6.22,Degradación_Equipos,47.9,107851.68,111724.83
1673,2017-12-22,66.69,56.77,7.85,7.57,Degradación_Equipos,70.8,235948.16,200838.84
1674,2017-09-01,33.84,22.59,3.98,3.01,Degradación_Equipos,4.5,7660.8,5115.0
1675,2019-09-10,42.59,56.35,5.01,7.51,Falla_Menor,49.9,106262.13,140591.73
1676,2013-09-11,44.43,32.71,5.23,4.36,Falla_Menor,49.7,110396.34,81277.41
1677,2019-11-02,33.31,55.45,3.92,7.39,Degradación_Equipos,10.4,17393.65,28957.23
1678,2008-02-09,42.47,51.93,5.0,6.92,Restricciones_Combustible,23.2,49217.67,60183.22
1679,2005-12-22,36.24,35.8,4.26,4.77,Mantenimiento_Programado,38.5,69798.04,68946.19
1680,2008-12-21,66.99,51.87,7.88,6.92,Falla_Menor,18.7,62509.8,48403.49
1681,2006-11-02,39.33,49.13,4.63,6.55,Mantenimiento_Programado,18.2,35702.77,44601.78
1682,2011-07-18,39.67,48.89,4.67,6.52,Falla_Menor,45.3,89818.69,110698.22
1683,2007-11-09,67.84,48.1,7.98,6.41,Degradación_Equipos,7.8,26560.96,18833.12
1684,2012-08-23,49.33,35.95,5.8,4.79,Condiciones_Ambientales,49.9,122967.61,89616.16
1685,2013-01-27,65.94,25.39,7.76,3.39,Degradación_Equipos,49.4,162810.59,62682.62
1686,2017-05-06,27.1,40.13,3.19,5.35,Degradación_Equipos,42.7,57893.61,85716.89
1687,2004-09-17,35.21,54.31,4.14,7.24,Mantenimiento_Programado,59.2,104212.34,160763.52
1688,2008-07-20,25.77,54.57,3.03,7.28,Falla_Menor,5.2,6696.52,14181.91
1689,2016-08-06,41.62,25.4,4.9,3.39,Restricciones_Combustible,71.2,148171.36,90403.51
1690,2004-03-30,39.68,31.35,4.67,4.18,Restricciones_Combustible,56.1,111384.11,87998.03
1691,2012-02-29,66.75,38.5,7.85,5.13,Mantenimiento_Programado,37.2,124106.33,71588.59
1692,2016-08-19,51.26,35.3,6.03,4.71,Degradación_Equipos,20.5,52562.19,36202.58
1693,2015-09-26,61.37,56.45,7.22,7.53,Restricciones_Combustible,35.4,108760.27,100038.93
1694,2012-10-10,52.99,43.03,6.23,5.74,Mantenimiento_Programado,12.8,34030.2,27635.89
1695,2015-02-16,60.45,32.96,7.11,4.39,Restricciones_Combustible,40.2,121580.27,66277.88
1696,2004-09-15,58.9,58.77,6.93,7.84,Mantenimiento_Programado,38.7,114026.01,113763.55
1697,2013-04-08,44.06,41.18,5.18,5.49,Degradación_Equipos,59.9,132029.58,123408.4
1698,2005-09-19,55.78,53.57,6.56,7.14,Falla_Menor,67.6,188484.71,181018.3
1699,2009-03-21,67.39,22.75,7.93,3.03,Falla_Menor,60.3,203303.93,68632.67
1700,2004-08-13,61.49,39.18,7.23,5.22,Restricciones_Combustible,31.9,98092.85,62509.54
1701,2019-11-07,66.19,46.62,7.79,6.22,Degradación_Equipos,36.7,121351.76,85480.36
1702,2010-05-09,61.9,26.71,7.28,3.56,Degradación_Equipos,68.5,211889.09,91435.17
1703,2011-04-03,67.35,53.1,7.92,7.08,Degradación_Equipos,24.0,80826.58,63723.55
1704,2004-09-17,40.33,50.96,4.74,6.8,Falla_Menor,65.5,131975.56,166778.58
1705,2004-08-10,38.96,41.58,4.58,5.54,Degradación_Equipos,56.9,110782.88,118218.37
1706,2006-07-25,55.07,58.11,6.48,7.75,Mantenimiento_Programado,65.3,179757.89,189693.86
1707,2019-02-25,28.76,45.88,3.38,6.12,Restricciones_Combustible,54.6,78560.11,125309.46
1708,2017-06-25,29.32,23.49,3.45,3.13,Condiciones_Ambientales,35.3,51765.39,41470.02
1709,2015-06-13,48.73,50.17,5.73,6.69,Condiciones_Ambientales,33.4,81457.07,83855.42
1710,2011-04-18,64.71,55.92,7.61,7.46,Falla_Menor,39.4,127537.1,110224.26
1711,2007-07-17,27.39,32.95,3.22,4.39,Mantenimiento_Programado,15.1,20640.13,24833.83
1712,2015-10-26,37.76,58.15,4.44,7.75,Condiciones_Ambientales,12.1,22931.83,35319.92
1713,2005-02-12,59.38,26.17,6.99,3.49,Condiciones_Ambientales,50.1,148851.79,65608.74
1714,2008-05-16,49.91,37.79,5.87,5.04,Restricciones_Combustible,52.1,129974.41,98426.56
1715,2018-10-18,27.18,46.8,3.2,6.24,Condiciones_Ambientales,57.7,78459.76,135098.61
1716,2015-08-21,29.64,53.32,3.49,7.11,Mantenimiento_Programado,57.9,85872.9,154472.96
1717,2007-07-24,44.32,56.03,5.21,7.47,Degradación_Equipos,69.9,154945.7,195912.74
1718,2004-12-21,42.29,23.81,4.97,3.18,Restricciones_Combustible,20.3,42917.37,24168.28
1719,2002-09-13,49.46,34.01,5.82,4.53,Restricciones_Combustible,38.4,94943.72,65275.79
1720,2005-10-14,59.02,45.03,6.94,6.0,Condiciones_Ambientales,56.0,165156.68,126004.67
1721,2006-11-25,64.51,40.18,7.59,5.36,Condiciones_Ambientales,65.5,211418.19,131693.41
1722,2016-10-24,31.05,37.16,3.65,4.95,Falla_Menor,22.3,34678.77,41500.31
1723,2002-04-23,29.06,39.46,3.42,5.26,Degradación_Equipos,11.9,17250.27,23424.96
1724,2010-11-26,38.5,40.38,4.53,5.38,Condiciones_Ambientales,31.3,60341.37,63285.46
1725,2012-07-30,30.0,38.68,3.53,5.16,Restricciones_Combustible,22.7,34028.45,43874.17
1726,2003-11-28,27.32,41.51,3.21,5.53,Restricciones_Combustible,21.9,29909.05,45438.7
1727,2005-09-06,49.18,50.34,5.79,6.71,Falla_Menor,15.3,37689.13,38578.83
1728,2000-09-04,67.92,35.85,7.99,4.78,Condiciones_Ambientales,69.2,234878.42,123987.51
1729,2018-12-10,43.42,43.57,5.11,5.81,Falla_Menor,13.1,28336.23,28430.97
1730,2008-06-01,63.32,31.64,7.45,4.22,Degradación_Equipos,34.8,110333.84,55137.05
1731,2009-12-25,67.06,32.94,7.89,4.39,Restricciones_Combustible,39.9,133766.93,65708.67
1732,2011-03-28,31.39,22.58,3.69,3.01,Falla_Menor,71.0,111347.63,80120.82
1733,2008-04-08,57.87,22.64,6.81,3.02,Condiciones_Ambientales,37.3,107982.34,42242.84
1734,2019-09-04,30.54,54.96,3.59,7.33,Falla_Menor,35.3,53919.23,97028.5
1735,2014-02-18,41.48,38.12,4.88,5.08,Mantenimiento_Programado,64.6,134008.53,123156.35
1736,2012-03-05,34.27,38.88,4.03,5.18,Degradación_Equipos,24.7,42303.16,47992.58
1737,2005-12-09,53.92,48.03,6.34,6.4,Falla_Menor,14.6,39440.99,35130.88
1738,2005-07-25,50.39,36.84,5.93,4.91,Condiciones_Ambientales,17.5,44187.53,32302.09
1739,2011-12-07,31.76,57.05,3.74,7.61,Degradación_Equipos,61.3,97399.21,174967.02
1740,2018-02-13,67.96,27.78,7.99,3.7,Degradación_Equipos,49.4,167770.18,68593.29
1741,2005-09-07,40.4,33.62,4.75,4.48,Restricciones_Combustible,65.1,131599.7,109505.06
1742,2000-12-27,31.4,27.48,3.69,3.66,Falla_Menor,45.0,70638.91,61821.17
1743,2014-03-17,50.53,47.08,5.95,6.28,Condiciones_Ambientales,61.6,155672.21,145015.59
1744,2015-11-18,50.05,54.99,5.89,7.33,Degradación_Equipos,15.9,39900.85,43841.29
1745,2014-06-17,28.77,45.41,3.39,6.05,Mantenimiento_Programado,67.2,96647.23,152533.4
1746,2000-06-16,43.61,41.73,5.13,5.56,Degradación_Equipos,70.0,152590.53,146001.5
1747,2001-10-19,57.91,29.58,6.81,3.94,Degradación_Equipos,64.2,185871.74,94937.82
1748,2011-03-17,28.27,23.98,3.33,3.2,Degradación_Equipos,43.5,61542.66,52201.29
1749,2004-11-05,65.56,48.55,7.71,6.47,Falla_Menor,58.0,190180.97,140837.93
1750,2014-08-04,65.08,32.23,7.66,4.3,Falla_Menor,47.4,154096.28,76324.47
1751,2007-10-12,54.14,46.21,6.37,6.16,Mantenimiento_Programado,62.4,168772.36,144053.7
1752,2009-12-02,57.94,41.62,6.82,5.55,Degradación_Equipos,72.0,208573.13,149820.65
1753,2013-05-09,62.57,37.63,7.36,5.02,Restricciones_Combustible,56.0,175136.37,105327.33
1754,2015-12-11,27.55,39.99,3.24,5.33,Condiciones_Ambientales,71.4,98364.07,142769.64
1755,2001-12-16,59.67,26.28,7.02,3.5,Restricciones_Combustible,45.2,134818.39,59376.74
1756,2012-02-18,42.46,33.04,5.0,4.4,Falla_Menor,36.5,77495.89,60293.46
1757,2012-04-06,65.17,44.48,7.67,5.93,Mantenimiento_Programado,70.6,230002.15,156984.07
1758,2007-12-15,30.17,42.16,3.55,5.62,Restricciones_Combustible,71.7,108181.74,151175.17
1759,2019-01-15,53.49,26.6,6.29,3.55,Falla_Menor,7.3,19622.11,9756.89
1760,2000-06-21,35.96,38.21,4.23,5.09,Degradación_Equipos,68.6,123349.76,131089.13
1761,2016-06-16,38.27,51.69,4.5,6.89,Condiciones_Ambientales,44.7,85496.55,115457.32
1762,2001-06-03,49.06,33.84,5.77,4.51,Degradación_Equipos,57.8,141852.73,97826.61
1763,2003-09-03,67.14,52.36,7.9,6.98,Mantenimiento_Programado,6.8,22883.29,17846.59
1764,2007-09-10,64.98,22.93,7.64,3.06,Mantenimiento_Programado,45.6,148312.77,52345.19
1765,2002-05-05,28.8,46.15,3.39,6.15,Degradación_Equipos,31.5,45329.41,72653.28
1766,2010-08-31,56.96,31.58,6.7,4.21,Restricciones_Combustible,15.9,45400.16,25169.31
1767,2015-04-04,55.5,29.93,6.53,3.99,Restricciones_Combustible,52.2,144804.93,78092.95
1768,2006-04-09,62.26,39.24,7.32,5.23,Restricciones_Combustible,38.2,118845.99,74911.44
1769,2014-01-03,60.32,33.95,7.1,4.53,Falla_Menor,26.7,80582.91,45359.44
1770,2009-04-28,33.26,43.47,3.91,5.8,Restricciones_Combustible,59.9,99555.76,130138.63
1771,2011-11-07,65.5,27.05,7.71,3.61,Mantenimiento_Programado,18.0,59090.68,24403.32
1772,2012-01-15,47.11,42.04,5.54,5.61,Restricciones_Combustible,41.4,97592.38,87088.11
1773,2016-04-16,54.09,49.07,6.36,6.54,Mantenimiento_Programado,29.4,79543.74,72162.39
1774,2009-06-08,46.4,54.53,5.46,7.27,Mantenimiento_Programado,57.2,132609.95,155854.53
1775,2006-12-12,67.13,31.92,7.9,4.26,Falla_Menor,60.8,204200.0,97114.76
1776,2016-09-11,47.06,32.35,5.54,4.31,Restricciones_Combustible,61.9,145541.84,100040.17
1777,2004-05-25,41.65,28.74,4.9,3.83,Degradación_Equipos,29.0,60444.4,41709.9
1778,2012-03-02,65.61,24.78,7.72,3.3,Falla_Menor,60.7,199021.69,75173.48
1779,2004-03-07,29.57,32.2,3.48,4.29,Degradación_Equipos,48.5,71653.44,78036.64
