ID_Registro,Fecha,Generacion_MW,Eficiencia_Pct,Estado_Operacional,Es_Falla,Restriccion_Gas,Tipo_Combustible,Costo_Combustible_USD,Ciclo_Simulacion
1368,2003-09-30,700.0,93.33,NORMAL,0,0,Gas_Natural,392135.57,CC2_Ciclo_1
1369,2003-10-01,557.84,74.38,NORMAL,0,0,Gas_Natural,234528.47,CC2_Ciclo_1
1370,2003-10-02,643.34,85.78,NORMAL,0,0,Gas_Natural,373880.41,CC2_Ciclo_1
1371,2003-10-03,633.58,84.48,NORMAL,0,0,Gas_Natural,230124.29,CC2_Ciclo_1
1372,2003-10-04,521.14,69.48,NORMAL,0,0,Gas_Natural,298927.45,CC2_Ciclo_1
1373,2003-10-05,527.69,70.36,NORMAL,0,0,Gas_Natural,197761.2,CC2_Ciclo_1
1374,2003-10-06,562.61,75.02,NORMAL,0,0,Gas_Natural,298900.99,CC2_Ciclo_1
1375,2003-10-07,614.86,81.98,NORMAL,0,0,Gas_Natural,274660.44,CC2_Ciclo_1
1376,2003-10-08,614.53,81.94,NORMAL,0,0,Gas_Natural,334127.88,CC2_Ciclo_1
1377,2003-10-09,549.03,73.2,FALLA,1,0,Gas_Natural,281771.7,CC2_Ciclo_1
1378,2003-10-10,663.58,88.48,NORMAL,0,0,Gas_Natural,377080.67,CC2_Ciclo_1
1379,2003-10-11,652.72,87.03,NORMAL,0,0,Gas_Natural,312848.61,CC2_Ciclo_1
1380,2003-10-12,580.41,77.39,NORMAL,0,0,Gas_Natural,220301.08,CC2_Ciclo_1
1381,2003-10-13,479.72,63.96,NORMAL,0,0,Gas_Natural,174878.62,CC2_Ciclo_1
1382,2003-10-14,566.08,75.48,NORMAL,0,0,Gas_Natural,270671.45,CC2_Ciclo_1
1383,2003-10-15,681.3,90.84,NORMAL,0,0,Gas_Natural,343713.82,CC2_Ciclo_1
1384,2003-10-16,558.87,74.52,NORMAL,0,0,Gas_Natural,327960.3,CC2_Ciclo_1
1385,2003-10-17,598.5,79.8,NORMAL,0,0,Gas_Natural,325050.25,CC2_Ciclo_1
1386,2003-10-18,677.08,90.28,NORMAL,0,0,Gas_Natural,274225.24,CC2_Ciclo_1
1387,2003-10-19,623.49,83.13,NORMAL,0,0,Gas_Natural,356151.26,CC2_Ciclo_1
1388,2003-10-20,670.6,89.41,NORMAL,0,0,Gas_Natural,251501.18,CC2_Ciclo_1
1389,2003-10-21,547.38,72.98,NORMAL,0,0,Gas_Natural,320814.55,CC2_Ciclo_1
1390,2003-10-22,549.7,73.29,NORMAL,0,0,Gas_Natural,288187.31,CC2_Ciclo_1
1391,2003-10-23,624.47,83.26,NORMAL,0,0,Gas_Natural,238911.33,CC2_Ciclo_1
1392,2003-10-24,545.29,72.7,NORMAL,0,0,Gas_Natural,254641.54,CC2_Ciclo_1
1393,2003-10-25,508.56,67.81,NORMAL,0,0,Gas_Natural,253390.41,CC2_Ciclo_1
1394,2003-10-26,706.46,94.2,NORMAL,0,0,Gas_Natural,286649.51,CC2_Ciclo_1
1395,2003-10-27,561.07,74.81,NORMAL,0,0,Gas_Natural,240388.15,CC2_Ciclo_1
1396,2003-10-28,622.89,83.05,NORMAL,0,0,Gas_Natural,269576.41,CC2_Ciclo_1
1397,2003-10-29,641.25,85.5,NORMAL,0,0,Gas_Natural,330666.83,CC2_Ciclo_1
1398,2003-10-30,511.74,68.23,NORMAL,0,0,Gas_Natural,244014.23,CC2_Ciclo_1
1399,2003-10-31,591.31,78.84,NORMAL,0,0,Gas_Natural,348788.37,CC2_Ciclo_1
1400,2003-11-01,549.45,73.26,NORMAL,0,0,Gas_Natural,198645.24,CC2_Ciclo_1
1401,2003-11-02,660.01,88.0,NORMAL,0,0,Gas_Natural,391585.63,CC2_Ciclo_1
1402,2003-11-03,674.15,89.89,NORMAL,0,0,Gas_Natural,265448.35,CC2_Ciclo_1
1403,2003-11-04,569.92,75.99,NORMAL,0,0,Gas_Natural,259711.92,CC2_Ciclo_1
1404,2003-11-05,608.83,81.18,NORMAL,0,0,Gas_Natural,285437.29,CC2_Ciclo_1
1405,2003-11-06,603.44,80.46,NORMAL,0,0,Gas_Natural,292555.23,CC2_Ciclo_1
1406,2003-11-07,543.11,72.42,FALLA,1,0,Gas_Natural,265840.16,CC2_Ciclo_1
1407,2003-11-08,651.95,86.93,NORMAL,0,0,Gas_Natural,258656.1,CC2_Ciclo_1
1408,2003-11-09,525.41,70.05,NORMAL,0,0,Gas_Natural,229249.05,CC2_Ciclo_1
1409,2003-11-10,583.09,77.74,NORMAL,0,0,Gas_Natural,257809.75,CC2_Ciclo_1
1410,2003-11-11,545.93,72.79,NORMAL,0,0,Gas_Natural,250938.68,CC2_Ciclo_1
1411,2003-11-12,630.2,84.03,NORMAL,0,0,Gas_Natural,353674.4,CC2_Ciclo_1
1412,2003-11-13,690.62,92.08,NORMAL,0,0,Gas_Natural,364670.74,CC2_Ciclo_1
1413,2003-11-14,690.87,92.12,NORMAL,0,0,Gas_Natural,365517.12,CC2_Ciclo_1
1414,2003-11-15,572.09,76.28,FALLA,1,0,Gas_Natural,250357.14,CC2_Ciclo_1
1415,2003-11-16,694.93,92.66,NORMAL,0,0,Gas_Natural,333164.64,CC2_Ciclo_1
1416,2003-11-17,523.27,69.77,NORMAL,0,0,Gas_Natural,304419.45,CC2_Ciclo_1
1417,2003-11-18,555.85,74.11,NORMAL,0,0,Gas_Natural,254559.97,CC2_Ciclo_1
1418,2003-11-19,609.95,81.33,NORMAL,0,0,Gas_Natural,338554.99,CC2_Ciclo_1
1419,2003-11-20,646.94,86.26,NORMAL,0,0,Gas_Natural,315265.26,CC2_Ciclo_1
1420,2003-11-21,666.32,88.84,NORMAL,0,0,Gas_Natural,346936.98,CC2_Ciclo_1
1421,2003-11-22,705.03,94.0,NORMAL,0,0,Gas_Natural,366776.8,CC2_Ciclo_1
1422,2003-11-23,561.57,74.88,NORMAL,0,0,Gas_Natural,295340.59,CC2_Ciclo_1
1423,2003-11-24,518.83,69.18,NORMAL,0,0,Gas_Natural,279276.42,CC2_Ciclo_1
1424,2003-11-25,669.42,89.26,NORMAL,0,0,Gas_Natural,273016.39,CC2_Ciclo_1
1425,2003-11-26,503.9,67.19,NORMAL,0,0,Gas_Natural,281664.67,CC2_Ciclo_1
1426,2003-11-27,717.6,95.68,NORMAL,0,0,Gas_Natural,347617.86,CC2_Ciclo_1
1427,2003-11-28,611.94,81.59,NORMAL,0,0,Gas_Natural,244288.83,CC2_Ciclo_1
1428,2003-11-29,533.94,71.19,NORMAL,0,0,Gas_Natural,305814.65,CC2_Ciclo_1
1429,2003-11-30,487.86,65.05,NORMAL,0,0,Gas_Natural,190541.68,CC2_Ciclo_1
1430,2003-12-01,657.0,87.6,NORMAL,0,0,Gas_Natural,381392.04,CC2_Ciclo_1
1431,2003-12-02,622.15,82.95,NORMAL,0,0,Gas_Natural,274573.86,CC2_Ciclo_1
1432,2003-12-03,588.87,78.52,NORMAL,0,0,Gas_Natural,316696.69,CC2_Ciclo_1
1433,2003-12-04,605.85,80.78,NORMAL,0,0,Gas_Natural,294492.27,CC2_Ciclo_1
1434,2003-12-05,552.53,73.67,NORMAL,0,0,Gas_Natural,309531.19,CC2_Ciclo_1
1435,2003-12-06,600.54,80.07,NORMAL,0,0,Gas_Natural,290352.49,CC2_Ciclo_1
1436,2003-12-07,703.73,93.83,NORMAL,0,0,Gas_Natural,261124.42,CC2_Ciclo_1
1437,2003-12-08,503.47,67.13,NORMAL,0,0,Gas_Natural,300885.74,CC2_Ciclo_1
1438,2003-12-09,504.64,67.29,NORMAL,0,0,Gas_Natural,279173.83,CC2_Ciclo_1
1439,2003-12-10,718.77,95.84,NORMAL,0,0,Gas_Natural,281142.19,CC2_Ciclo_1
1440,2003-12-11,529.37,70.58,NORMAL,0,0,Gas_Natural,287387.97,CC2_Ciclo_1
1441,2003-12-12,684.61,91.28,NORMAL,0,0,Gas_Natural,276998.87,CC2_Ciclo_1
1442,2003-12-13,692.7,92.36,NORMAL,0,0,Gas_Natural,287246.67,CC2_Ciclo_1
1443,2003-12-14,554.53,73.94,NORMAL,0,0,Gas_Natural,288285.27,CC2_Ciclo_1
1444,2003-12-15,695.76,92.77,NORMAL,0,0,Gas_Natural,271039.14,CC2_Ciclo_1
1445,2003-12-16,507.82,67.71,NORMAL,0,0,Gas_Natural,241011.2,CC2_Ciclo_1
1446,2003-12-17,604.4,80.59,NORMAL,0,0,Gas_Natural,251687.79,CC2_Ciclo_1
1447,2003-12-18,548.48,73.13,NORMAL,0,0,Gas_Natural,255002.94,CC2_Ciclo_1
1448,2003-12-19,612.13,81.62,NORMAL,0,0,Gas_Natural,259576.88,CC2_Ciclo_1
1449,2003-12-20,581.83,77.58,NORMAL,0,0,Gas_Natural,226233.22,CC2_Ciclo_1
1450,2003-12-21,616.01,82.14,NORMAL,0,0,Gas_Natural,250326.54,CC2_Ciclo_1
1451,2003-12-22,558.82,74.51,NORMAL,0,0,Gas_Natural,303813.56,CC2_Ciclo_1
1452,2003-12-23,616.58,82.21,NORMAL,0,0,Gas_Natural,326690.81,CC2_Ciclo_1
1453,2003-12-24,512.18,68.29,NORMAL,0,0,Gas_Natural,214651.94,CC2_Ciclo_1
1454,2003-12-25,602.11,80.28,NORMAL,0,0,Gas_Natural,337324.78,CC2_Ciclo_1
1455,2003-12-26,590.41,78.72,NORMAL,0,0,Gas_Natural,217356.22,CC2_Ciclo_1
1456,2003-12-27,616.15,82.15,NORMAL,0,0,Gas_Natural,227853.39,CC2_Ciclo_1
1457,2003-12-28,592.79,79.04,NORMAL,0,0,Gas_Natural,306956.94,CC2_Ciclo_1
1458,2003-12-29,687.12,91.62,NORMAL,0,0,Gas_Natural,313787.12,CC2_Ciclo_1
1459,2003-12-30,580.24,77.37,NORMAL,0,0,Gas_Natural,276241.98,CC2_Ciclo_1
1460,2003-12-31,694.74,92.63,NORMAL,0,0,Gas_Natural,406742.07,CC2_Ciclo_1
1461,2004-01-01,493.17,65.76,NORMAL,0,0,Gas_Natural,278389.38,CC2_Ciclo_1
1462,2004-01-02,692.3,92.31,NORMAL,0,0,Gas_Natural,383400.78,CC2_Ciclo_1
1463,2004-01-03,677.53,90.34,NORMAL,0,0,Gas_Natural,307931.33,CC2_Ciclo_1
1464,2004-01-04,534.57,71.28,NORMAL,0,0,Gas_Natural,235049.29,CC2_Ciclo_1
1465,2004-01-05,718.43,95.79,NORMAL,0,0,Gas_Natural,425360.67,CC2_Ciclo_1
1466,2004-01-06,671.69,89.56,NORMAL,0,0,Gas_Natural,289603.84,CC2_Ciclo_1
1467,2004-01-07,699.58,93.28,NORMAL,0,0,Gas_Natural,336757.57,CC2_Ciclo_1
1468,2004-01-08,612.76,81.7,NORMAL,0,0,Gas_Natural,359578.05,CC2_Ciclo_1
1469,2004-01-09,588.5,78.47,NORMAL,0,0,Gas_Natural,271163.26,CC2_Ciclo_1
1470,2004-01-10,704.69,93.96,NORMAL,0,0,Gas_Natural,384111.34,CC2_Ciclo_1
1471,2004-01-11,623.13,83.08,NORMAL,0,0,Gas_Natural,361419.76,CC2_Ciclo_1
1472,2004-01-12,518.44,69.12,NORMAL,0,0,Gas_Natural,262776.95,CC2_Ciclo_1
1473,2004-01-13,668.56,89.14,NORMAL,0,0,Gas_Natural,375231.97,CC2_Ciclo_1
1474,2004-01-14,634.21,84.56,NORMAL,0,0,Gas_Natural,251270.97,CC2_Ciclo_1
1475,2004-01-15,711.14,94.82,NORMAL,0,0,Gas_Natural,296850.76,CC2_Ciclo_1
1476,2004-01-16,550.39,73.38,NORMAL,0,0,Gas_Natural,280252.3,CC2_Ciclo_1
1477,2004-01-17,615.89,82.12,NORMAL,0,0,Gas_Natural,344603.27,CC2_Ciclo_1
1478,2004-01-18,545.98,72.8,FALLA,1,0,Gas_Natural,316869.86,CC2_Ciclo_1
1479,2004-01-19,551.01,73.47,NORMAL,0,0,Gas_Natural,261263.28,CC2_Ciclo_1
1480,2004-01-20,540.35,72.05,NORMAL,0,0,Gas_Natural,247359.53,CC2_Ciclo_1
1481,2004-01-21,605.06,80.68,NORMAL,0,0,Gas_Natural,279943.65,CC2_Ciclo_1
1482,2004-01-22,558.96,74.53,FALLA,1,0,Gas_Natural,218800.62,CC2_Ciclo_1
1483,2004-01-23,492.83,65.71,NORMAL,0,0,Gas_Natural,192287.72,CC2_Ciclo_1
1484,2004-01-24,483.46,64.46,NORMAL,0,0,Gas_Natural,264067.35,CC2_Ciclo_1
1485,2004-01-25,597.62,79.68,NORMAL,0,0,Gas_Natural,312724.95,CC2_Ciclo_1
1486,2004-01-26,593.22,79.1,NORMAL,0,0,Gas_Natural,328506.61,CC2_Ciclo_1
1487,2004-01-27,514.36,68.58,NORMAL,0,0,Gas_Natural,238155.4,CC2_Ciclo_1
1488,2004-01-28,598.01,79.74,NORMAL,0,0,Gas_Natural,248963.64,CC2_Ciclo_1
1489,2004-01-29,581.14,77.49,NORMAL,0,0,Gas_Natural,263898.56,CC2_Ciclo_1
1490,2004-01-30,543.65,72.49,NORMAL,0,0,Gas_Natural,316426.04,CC2_Ciclo_1
1491,2004-01-31,541.94,72.26,FALLA,1,0,Gas_Natural,269765.41,CC2_Ciclo_1
1492,2004-02-01,605.24,80.7,NORMAL,0,0,Gas_Natural,232112.55,CC2_Ciclo_1
1493,2004-02-02,537.68,71.69,NORMAL,0,0,Gas_Natural,197167.32,CC2_Ciclo_1
1494,2004-02-03,581.85,77.58,NORMAL,0,0,Gas_Natural,270125.48,CC2_Ciclo_1
1495,2004-02-04,508.84,67.85,NORMAL,0,0,Gas_Natural,291790.84,CC2_Ciclo_1
1496,2004-02-05,537.06,71.61,NORMAL,0,0,Gas_Natural,199332.32,CC2_Ciclo_1
1497,2004-02-06,646.17,86.16,NORMAL,0,0,Gas_Natural,291724.76,CC2_Ciclo_1
1498,2004-02-07,596.39,79.52,NORMAL,0,0,Gas_Natural,325108.79,CC2_Ciclo_1
1499,2004-02-08,712.95,95.06,NORMAL,0,0,Gas_Natural,269354.93,CC2_Ciclo_1
1500,2004-02-09,514.88,68.65,NORMAL,0,0,Gas_Natural,257827.38,CC2_Ciclo_1
1501,2004-02-10,616.89,82.25,NORMAL,0,0,Gas_Natural,291743.9,CC2_Ciclo_1
1502,2004-02-11,646.7,86.23,NORMAL,0,0,Gas_Natural,332104.6,CC2_Ciclo_1
1503,2004-02-12,688.75,91.83,NORMAL,0,0,Gas_Natural,401433.26,CC2_Ciclo_1
1504,2004-02-13,568.02,75.74,NORMAL,0,0,Gas_Natural,276871.62,CC2_Ciclo_1
1505,2004-02-14,549.27,73.24,NORMAL,0,0,Gas_Natural,263172.18,CC2_Ciclo_1
1506,2004-02-15,554.33,73.91,NORMAL,0,0,Gas_Natural,253858.35,CC2_Ciclo_1
1507,2004-02-16,486.38,64.85,NORMAL,0,0,Gas_Natural,175773.02,CC2_Ciclo_1
1508,2004-02-17,574.64,76.62,NORMAL,0,0,Gas_Natural,332986.77,CC2_Ciclo_1
1509,2004-02-18,650.13,86.68,NORMAL,0,0,Gas_Natural,301258.69,CC2_Ciclo_1
1510,2004-02-19,644.04,85.87,NORMAL,0,0,Gas_Natural,234706.46,CC2_Ciclo_1
1511,2004-02-20,574.0,76.53,NORMAL,0,0,Gas_Natural,249477.51,CC2_Ciclo_1
1512,2004-02-21,723.1,96.41,NORMAL,0,0,Gas_Natural,288817.15,CC2_Ciclo_1
1513,2004-02-22,699.23,93.23,NORMAL,0,0,Gas_Natural,340491.05,CC2_Ciclo_1
1514,2004-02-23,650.51,86.73,NORMAL,0,0,Gas_Natural,320047.24,CC2_Ciclo_1
1515,2004-02-24,645.81,86.11,NORMAL,0,0,Gas_Natural,380979.02,CC2_Ciclo_1
1516,2004-02-25,583.71,77.83,NORMAL,0,0,Gas_Natural,341728.21,CC2_Ciclo_1
1517,2004-02-26,586.43,78.19,NORMAL,0,0,Gas_Natural,257575.21,CC2_Ciclo_1
1518,2004-02-27,527.64,70.35,NORMAL,0,0,Gas_Natural,211804.18,CC2_Ciclo_1
1519,2004-02-28,544.94,72.66,NORMAL,0,0,Gas_Natural,232372.33,CC2_Ciclo_1
1520,2004-02-29,691.81,92.24,NORMAL,0,0,Gas_Natural,253818.44,CC2_Ciclo_1
1521,2004-03-01,583.73,77.83,NORMAL,0,0,Gas_Natural,287223.27,CC2_Ciclo_1
1522,2004-03-02,573.53,76.47,NORMAL,0,0,Gas_Natural,328251.52,CC2_Ciclo_1
1523,2004-03-03,517.03,68.94,NORMAL,0,0,Gas_Natural,221870.09,CC2_Ciclo_1
1524,2004-03-04,698.94,93.19,NORMAL,0,0,Gas_Natural,318144.78,CC2_Ciclo_1
1525,2004-03-05,585.85,78.11,NORMAL,0,0,Gas_Natural,295493.24,CC2_Ciclo_1
1526,2004-03-06,610.75,81.43,NORMAL,0,0,Gas_Natural,299572.02,CC2_Ciclo_1
1527,2004-03-07,599.75,79.97,NORMAL,0,0,Gas_Natural,216778.2,CC2_Ciclo_1
1528,2004-03-08,552.04,73.61,NORMAL,0,0,Gas_Natural,293515.37,CC2_Ciclo_1
1529,2004-03-09,703.98,93.86,NORMAL,0,0,Gas_Natural,372061.03,CC2_Ciclo_1
1530,2004-03-10,676.02,90.14,NORMAL,0,0,Gas_Natural,316857.01,CC2_Ciclo_1
1531,2004-03-11,696.12,92.82,NORMAL,0,0,Gas_Natural,357712.33,CC2_Ciclo_1
1532,2004-03-12,591.09,78.81,NORMAL,0,0,Gas_Natural,340456.24,CC2_Ciclo_1
1533,2004-03-13,671.25,89.5,NORMAL,0,0,Gas_Natural,307651.68,CC2_Ciclo_1
1534,2004-03-14,707.75,94.37,NORMAL,0,0,Gas_Natural,281044.58,CC2_Ciclo_1
1535,2004-03-15,719.85,95.98,NORMAL,0,0,Gas_Natural,381315.63,CC2_Ciclo_1
1536,2004-03-16,629.64,83.95,NORMAL,0,0,Gas_Natural,278557.97,CC2_Ciclo_1
1537,2004-03-17,505.11,67.35,NORMAL,0,0,Gas_Natural,237214.88,CC2_Ciclo_1
1538,2004-03-18,673.83,89.84,NORMAL,0,0,Gas_Natural,370884.65,CC2_Ciclo_1
1539,2004-03-19,548.28,73.1,NORMAL,0,0,Gas_Natural,324142.03,CC2_Ciclo_1
1540,2004-03-20,604.49,80.6,NORMAL,0,0,Gas_Natural,277042.44,CC2_Ciclo_1
1541,2004-03-21,581.49,77.53,NORMAL,0,0,Gas_Natural,316128.98,CC2_Ciclo_1
1542,2004-03-22,702.05,93.61,NORMAL,0,0,Gas_Natural,384531.67,CC2_Ciclo_1
1543,2004-03-23,554.72,73.96,NORMAL,0,0,Gas_Natural,282767.69,CC2_Ciclo_1
1544,2004-03-24,613.66,81.82,NORMAL,0,0,Gas_Natural,345058.88,CC2_Ciclo_1
1545,2004-03-25,710.11,94.68,NORMAL,0,0,Gas_Natural,265412.74,CC2_Ciclo_1
1546,2004-03-26,515.88,68.78,NORMAL,0,0,Gas_Natural,214225.04,CC2_Ciclo_1
1547,2004-03-27,611.78,81.57,NORMAL,0,0,Gas_Natural,358893.76,CC2_Ciclo_1
1548,2004-03-28,611.29,81.51,NORMAL,0,0,Gas_Natural,333091.21,CC2_Ciclo_1
1549,2004-03-29,516.59,68.88,NORMAL,0,0,Gas_Natural,204486.24,CC2_Ciclo_1
1550,2004-03-30,510.03,68.0,NORMAL,0,0,Gas_Natural,201524.1,CC2_Ciclo_1
1551,2004-03-31,655.8,87.44,NORMAL,0,0,Gas_Natural,345915.09,CC2_Ciclo_1
1552,2004-04-01,664.47,88.6,NORMAL,0,0,Gas_Natural,350497.73,CC2_Ciclo_1
1553,2004-04-02,517.58,69.01,NORMAL,0,0,Gas_Natural,254221.42,CC2_Ciclo_1
1554,2004-04-03,706.78,94.24,NORMAL,0,0,Gas_Natural,380330.32,CC2_Ciclo_1
1555,2004-04-04,517.77,69.04,NORMAL,0,0,Gas_Natural,203935.39,CC2_Ciclo_1
1556,2004-04-05,549.91,73.32,FALLA,1,0,Gas_Natural,327699.15,CC2_Ciclo_1
1557,2004-04-06,569.56,75.94,NORMAL,0,0,Gas_Natural,316305.83,CC2_Ciclo_1
1558,2004-04-07,654.79,87.31,NORMAL,0,0,Gas_Natural,259876.41,CC2_Ciclo_1
1559,2004-04-08,491.33,65.51,NORMAL,0,0,Gas_Natural,188094.56,CC2_Ciclo_1
1560,2004-04-09,544.88,72.65,NORMAL,0,0,Gas_Natural,213848.48,CC2_Ciclo_1
1561,2004-04-10,620.42,82.72,NORMAL,0,0,Gas_Natural,326153.79,CC2_Ciclo_1
1562,2004-04-11,646.77,86.24,NORMAL,0,0,Gas_Natural,340248.77,CC2_Ciclo_1
1563,2004-04-12,611.01,81.47,NORMAL,0,0,Gas_Natural,352225.72,CC2_Ciclo_1
1564,2004-04-13,520.69,69.43,NORMAL,0,0,Gas_Natural,283960.28,CC2_Ciclo_1
1565,2004-04-14,702.39,93.65,NORMAL,0,0,Gas_Natural,295041.35,CC2_Ciclo_1
1566,2004-04-15,561.32,74.84,NORMAL,0,0,Gas_Natural,309953.77,CC2_Ciclo_1
1567,2004-04-16,545.19,72.69,NORMAL,0,0,Gas_Natural,273201.35,CC2_Ciclo_1
1568,2004-04-17,502.91,67.05,NORMAL,0,0,Gas_Natural,236981.28,CC2_Ciclo_1
1569,2004-04-18,685.05,91.34,NORMAL,0,0,Gas_Natural,409827.6,CC2_Ciclo_1
1570,2004-04-19,681.33,90.84,NORMAL,0,0,Gas_Natural,293462.15,CC2_Ciclo_1
1571,2004-04-20,528.04,70.41,NORMAL,0,0,Gas_Natural,202093.01,CC2_Ciclo_1
1572,2004-04-21,562.47,75.0,NORMAL,0,0,Gas_Natural,271500.76,CC2_Ciclo_1
1573,2004-04-22,534.91,71.32,FALLA,1,0,Gas_Natural,223646.3,CC2_Ciclo_1
1574,2004-04-23,688.71,91.83,NORMAL,0,0,Gas_Natural,295259.68,CC2_Ciclo_1
1575,2004-04-24,510.14,68.02,NORMAL,0,0,Gas_Natural,260078.93,CC2_Ciclo_1
1576,2004-04-25,701.37,93.52,NORMAL,0,0,Gas_Natural,373647.42,CC2_Ciclo_1
1577,2004-04-26,494.54,65.94,NORMAL,0,0,Gas_Natural,223091.15,CC2_Ciclo_1
1578,2004-04-27,667.09,88.95,NORMAL,0,0,Gas_Natural,322308.08,CC2_Ciclo_1
1579,2004-04-28,608.79,81.17,NORMAL,0,0,Gas_Natural,256691.93,CC2_Ciclo_1
1580,2004-04-29,464.5,61.93,NORMAL,0,0,Gas_Natural,182853.41,CC2_Ciclo_1
1581,2004-04-30,639.52,85.27,NORMAL,0,0,Gas_Natural,261162.21,CC2_Ciclo_1
1582,2004-05-01,488.61,65.15,NORMAL,0,0,Gas_Natural,233561.49,CC2_Ciclo_1
1583,2004-05-02,627.18,83.62,NORMAL,0,0,Gas_Natural,227138.8,CC2_Ciclo_1
1584,2004-05-03,714.39,95.25,NORMAL,0,0,Gas_Natural,406906.95,CC2_Ciclo_1
1585,2004-05-04,701.92,93.59,NORMAL,0,0,Gas_Natural,285324.99,CC2_Ciclo_1
1586,2004-05-05,699.29,93.24,NORMAL,0,0,Gas_Natural,316005.92,CC2_Ciclo_1
1587,2004-05-06,579.53,77.27,NORMAL,0,0,Gas_Natural,308786.97,CC2_Ciclo_1
1588,2004-05-07,657.01,87.6,NORMAL,0,0,Gas_Natural,343280.99,CC2_Ciclo_1
1589,2004-05-08,608.0,81.07,NORMAL,0,0,Gas_Natural,249385.48,CC2_Ciclo_1
1590,2004-05-09,649.07,86.54,NORMAL,0,0,Gas_Natural,262399.39,CC2_Ciclo_1
1591,2004-05-10,573.33,76.44,NORMAL,0,0,Gas_Natural,230866.65,CC2_Ciclo_1
1592,2004-05-11,562.12,74.95,NORMAL,0,0,Gas_Natural,256947.65,CC2_Ciclo_1
1593,2004-05-12,705.66,94.09,NORMAL,0,0,Gas_Natural,311122.66,CC2_Ciclo_1
1594,2004-05-13,506.73,67.56,NORMAL,0,0,Gas_Natural,201852.2,CC2_Ciclo_1
1595,2004-05-14,705.34,94.04,NORMAL,0,0,Gas_Natural,336004.66,CC2_Ciclo_1
1596,2004-05-15,588.3,78.44,NORMAL,0,0,Gas_Natural,350853.64,CC2_Ciclo_1
1597,2004-05-16,605.43,80.72,NORMAL,0,0,Gas_Natural,276588.81,CC2_Ciclo_1
1598,2004-05-17,602.81,80.38,NORMAL,0,0,Gas_Natural,219112.28,CC2_Ciclo_1
1599,2004-05-18,499.07,66.54,NORMAL,0,0,Gas_Natural,228065.78,CC2_Ciclo_1
1600,2004-05-19,508.35,67.78,NORMAL,0,0,Gas_Natural,214259.74,CC2_Ciclo_1
1601,2004-05-20,623.39,83.12,NORMAL,0,0,Gas_Natural,326146.16,CC2_Ciclo_1
1602,2004-05-21,583.34,77.78,NORMAL,0,0,Gas_Natural,249873.13,CC2_Ciclo_1
1603,2004-05-22,568.28,75.77,NORMAL,0,0,Gas_Natural,309433.87,CC2_Ciclo_1
1604,2004-05-23,523.84,69.84,NORMAL,0,0,Gas_Natural,248041.44,CC2_Ciclo_1
1605,2004-05-24,535.2,71.36,NORMAL,0,0,Gas_Natural,257283.9,CC2_Ciclo_1
1606,2004-05-25,687.27,91.64,NORMAL,0,0,Gas_Natural,370139.66,CC2_Ciclo_1
1607,2004-05-26,552.79,73.71,NORMAL,0,0,Gas_Natural,282229.26,CC2_Ciclo_1
1608,2004-05-27,642.43,85.66,NORMAL,0,0,Gas_Natural,255101.7,CC2_Ciclo_1
1609,2004-05-28,555.15,74.02,NORMAL,0,0,Gas_Natural,265848.84,CC2_Ciclo_1
1610,2004-05-29,640.83,85.44,NORMAL,0,0,Gas_Natural,328399.59,CC2_Ciclo_1
1611,2004-05-30,561.67,74.89,NORMAL,0,0,Gas_Natural,273303.32,CC2_Ciclo_1
1612,2004-05-31,660.68,88.09,NORMAL,0,0,Gas_Natural,261201.06,CC2_Ciclo_1
1613,2004-06-01,555.89,74.12,NORMAL,0,0,Gas_Natural,217322.58,CC2_Ciclo_1
1614,2004-06-02,472.68,63.02,NORMAL,0,0,Gas_Natural,280680.39,CC2_Ciclo_1
1615,2004-06-03,639.03,85.2,NORMAL,0,0,Gas_Natural,364244.56,CC2_Ciclo_1
1616,2004-06-04,638.94,85.19,NORMAL,0,0,Gas_Natural,331326.94,CC2_Ciclo_1
1617,2004-06-05,516.2,68.83,NORMAL,0,0,Gas_Natural,213944.09,CC2_Ciclo_1
1618,2004-06-06,671.1,89.48,NORMAL,0,0,Gas_Natural,345077.92,CC2_Ciclo_1
1619,2004-06-07,653.18,87.09,NORMAL,0,0,Gas_Natural,358112.46,CC2_Ciclo_1
1620,2004-06-08,584.02,77.87,NORMAL,0,0,Gas_Natural,293556.42,CC2_Ciclo_1
1621,2004-06-09,629.68,83.96,NORMAL,0,0,Gas_Natural,343843.72,CC2_Ciclo_1
1622,2004-06-10,586.35,78.18,NORMAL,0,0,Gas_Natural,231748.92,CC2_Ciclo_1
1623,2004-06-11,617.23,82.3,NORMAL,0,0,Gas_Natural,294342.51,CC2_Ciclo_1
1624,2004-06-12,677.51,90.33,NORMAL,0,0,Gas_Natural,275087.99,CC2_Ciclo_1
1625,2004-06-13,652.75,87.03,NORMAL,0,0,Gas_Natural,342198.11,CC2_Ciclo_1
1626,2004-06-14,548.71,73.16,NORMAL,0,0,Gas_Natural,255772.02,CC2_Ciclo_1
1627,2004-06-15,683.05,91.07,NORMAL,0,0,Gas_Natural,381677.36,CC2_Ciclo_1
1628,2004-06-16,721.83,96.24,NORMAL,0,0,Gas_Natural,347227.1,CC2_Ciclo_1
1629,2004-06-17,588.38,78.45,NORMAL,0,0,Gas_Natural,229422.46,CC2_Ciclo_1
