ID_Registro,Fecha,Costo_Falla_USD,Equipo_Afectado,Severidad,Duracion_Horas,MWh_No_Suministrado,Multa_Incumplimiento_USD,Costo_Total_USD
786,2018-11-14,15270.68,CC1,Crítica,38.4,71.51,6435.8,21706.48
787,2002-07-02,4002.13,TV,Moderada,31.2,14.86,1337.24,5339.37
788,2016-05-23,11525.79,TV,Crítica,4.9,123.99,11159.45,22685.24
789,2018-02-11,5457.17,Sistema_Auxiliar,Menor,42.0,159.17,14324.93,19782.1
790,2003-01-06,7832.26,Sistema_Auxiliar,Moderada,16.6,105.11,9459.91,17292.17
791,2010-01-26,8469.0,CC2,Crítica,38.7,173.67,15630.25,24099.24
792,2013-03-31,6461.62,TV,Crítica,41.9,64.99,5849.44,12311.06
793,2006-04-19,10315.87,BESS,Mayor,42.0,42.08,3787.48,14103.35
794,2007-01-07,14440.06,TV,Crítica,40.9,82.85,7456.09,21896.15
795,2008-05-02,7084.08,Sistema_Auxiliar,Menor,9.9,146.87,13218.57,20302.64
796,2008-07-05,13014.34,TV,Crítica,39.9,167.62,15085.52,28099.87
797,2019-06-24,3737.81,BESS,Moderada,32.5,142.43,12819.11,16556.92
798,2016-01-24,3974.73,CC2,Moderada,15.4,71.96,6476.44,10451.17
799,2014-03-11,9807.43,CC2,Crítica,12.0,142.09,12787.71,22595.14
800,2014-12-27,7066.83,Sistema_Auxiliar,Crítica,47.8,183.19,16486.9,23553.73
801,2012-01-01,3393.13,BESS,Moderada,17.2,108.9,9801.3,13194.43
802,2006-07-11,6554.3,TV,Moderada,23.3,95.74,8616.66,15170.96
803,2019-03-26,4699.97,TV,Menor,39.6,133.26,11993.58,16693.55
804,2016-09-29,8888.56,CC2,Crítica,25.1,70.96,6386.61,15275.17
805,2005-03-22,7976.11,Sistema_Auxiliar,Menor,44.3,75.55,6799.79,14775.9
806,2008-06-13,4429.69,Sistema_Auxiliar,Moderada,11.3,10.04,903.88,5333.58
807,2003-12-08,11579.3,CC2,Mayor,36.4,149.24,13431.89,25011.19
808,2000-01-18,6447.59,CC1,Menor,6.6,107.35,9661.92,16109.51
809,2017-10-10,10122.79,CC1,Crítica,12.0,152.38,13714.38,23837.18
810,2005-11-14,4629.1,CC2,Moderada,13.9,128.69,11581.75,16210.85
811,2017-07-01,7005.32,Sistema_Auxiliar,Mayor,32.8,106.69,9602.09,16607.41
812,2014-05-26,9062.25,TV,Moderada,37.6,97.54,8778.54,17840.79
813,2002-03-12,8297.41,CC2,Mayor,36.5,57.23,5151.14,13448.56
814,2000-03-08,9944.95,BESS,Moderada,5.6,144.21,12978.96,22923.91
815,2013-01-09,3048.88,BESS,Moderada,12.0,165.59,14902.66,17951.54
816,2019-11-24,4123.79,CC1,Menor,12.0,22.96,2065.99,6189.78
817,2018-11-15,4458.97,BESS,Mayor,18.1,93.34,8400.87,12859.84
818,2010-07-31,6924.05,TV,Menor,26.2,169.6,15263.96,22188.01
819,2015-09-04,12943.43,CC1,Mayor,37.8,33.27,2994.71,15938.15
820,2018-02-26,3493.75,TV,Moderada,9.9,166.04,14943.38,18437.13
821,2005-11-17,7750.51,TV,Menor,41.4,42.07,3786.65,11537.16
822,2007-01-26,11848.43,CC1,Crítica,44.9,182.75,16447.36,28295.79
823,2006-06-30,4989.29,CC2,Moderada,45.8,153.36,13802.58,18791.87
824,2015-11-23,7145.55,CC2,Moderada,10.1,94.97,8547.14,15692.69
825,2011-11-22,13649.54,CC1,Crítica,32.2,32.46,2921.6,16571.14
826,2005-07-30,4513.23,Sistema_Auxiliar,Menor,2.9,62.06,5585.2,10098.43
827,2006-12-01,7740.34,CC2,Menor,3.0,44.03,3962.52,11702.87
828,2004-11-12,5220.66,CC2,Menor,24.9,127.85,11506.13,16726.78
829,2015-11-30,8251.25,TV,Mayor,30.5,130.32,11728.8,19980.05
830,2000-06-17,6717.77,TV,Moderada,30.4,163.57,14721.39,21439.15
831,2006-04-15,9618.34,BESS,Crítica,44.5,127.64,11487.77,21106.12
832,2001-06-07,6960.55,BESS,Menor,21.0,193.87,17448.4,24408.95
833,2014-06-19,12511.38,BESS,Crítica,28.6,109.96,9896.01,22407.39
834,2016-11-15,6283.29,CC2,Moderada,9.5,30.87,2778.66,9061.94
835,2006-01-13,5400.51,BESS,Moderada,4.4,119.4,10745.94,16146.45
836,2010-03-15,6461.61,TV,Menor,19.2,25.31,2277.93,8739.54
837,2007-04-30,5446.25,Sistema_Auxiliar,Menor,1.3,101.93,9174.01,14620.26
838,2008-11-19,9482.42,Sistema_Auxiliar,Moderada,46.4,49.1,4419.08,13901.5
839,2010-12-07,12288.13,Sistema_Auxiliar,Crítica,4.8,176.56,15890.1,28178.23
840,2009-07-31,7532.34,CC2,Menor,18.5,154.37,13892.98,21425.32
841,2003-12-04,11725.3,TV,Crítica,3.3,58.84,5295.77,17021.08
842,2014-09-04,8207.34,BESS,Moderada,20.9,75.01,6750.47,14957.8
843,2016-12-03,8805.7,TV,Moderada,44.1,115.18,10365.85,19171.55
844,2011-03-17,11287.44,TV,Mayor,38.4,168.26,15143.23,26430.67
845,2007-11-04,15370.18,BESS,Crítica,2.9,151.52,13636.51,29006.69
846,2000-02-18,5652.29,CC2,Crítica,36.2,77.83,7004.4,12656.69
847,2015-05-28,4304.94,CC1,Moderada,26.6,48.77,4389.5,8694.44
848,2006-06-10,14832.47,Sistema_Auxiliar,Crítica,11.2,193.78,17440.34,32272.81
849,2010-01-02,10781.52,CC1,Crítica,46.2,111.77,10059.35,20840.87
850,2013-08-04,7764.71,BESS,Moderada,25.0,91.47,8231.87,15996.58
851,2007-03-07,4100.98,Sistema_Auxiliar,Mayor,19.2,36.29,3266.1,7367.08
852,2001-03-25,11698.38,TV,Mayor,35.4,156.25,14062.67,25761.04
853,2003-03-19,12626.9,CC2,Crítica,31.5,23.0,2070.34,14697.23
854,2003-10-05,4884.21,BESS,Mayor,29.9,71.91,6471.6,11355.81
855,2007-03-12,6888.48,TV,Moderada,10.7,171.77,15459.04,22347.52
856,2004-10-30,7140.45,Sistema_Auxiliar,Mayor,13.9,167.26,15053.25,22193.69
857,2004-01-23,11080.11,CC1,Mayor,7.6,64.43,5798.7,16878.81
858,2007-05-29,15940.29,CC2,Crítica,35.7,68.19,6137.18,22077.47
859,2013-09-23,12364.5,BESS,Mayor,13.2,20.04,1803.34,14167.84
860,2016-05-24,6834.59,TV,Menor,27.5,124.11,11169.97,18004.56
861,2012-12-19,10184.69,CC1,Crítica,28.4,33.58,3022.24,13206.93
862,2011-03-22,10462.3,Sistema_Auxiliar,Mayor,23.9,14.71,1323.48,11785.78
863,2011-11-25,7611.8,CC2,Mayor,7.4,148.32,13349.01,20960.81
864,2019-04-22,4300.44,Sistema_Auxiliar,Moderada,21.5,135.08,12157.06,16457.5
865,2017-12-08,6907.2,CC2,Moderada,44.8,185.3,16677.23,23584.43
866,2006-05-09,14531.17,Sistema_Auxiliar,Crítica,15.9,171.92,15472.83,30004.0
867,2005-05-25,7364.63,TV,Moderada,32.6,74.08,6667.26,14031.9
868,2005-12-07,6460.29,CC1,Mayor,37.8,152.53,13727.62,20187.91
869,2019-12-18,11595.57,CC2,Mayor,13.0,167.32,15058.4,26653.97
870,2009-02-01,12828.75,CC1,Mayor,38.2,86.44,7779.45,20608.2
871,2007-12-09,3060.65,CC1,Menor,12.8,29.11,2619.62,5680.27
872,2004-08-13,7316.99,TV,Moderada,17.3,134.22,12079.75,19396.74
873,2007-01-30,7237.86,CC2,Mayor,37.0,193.59,17423.29,24661.16
874,2003-06-10,12969.98,CC1,Crítica,40.9,140.18,12616.48,25586.47
875,2018-10-06,8741.63,CC1,Crítica,44.5,20.68,1861.44,10603.06
876,2007-01-18,9389.61,Sistema_Auxiliar,Moderada,26.7,57.45,5170.63,14560.23
877,2002-03-31,6607.14,CC2,Moderada,36.3,182.18,16396.59,23003.73
878,2011-06-05,6729.79,Sistema_Auxiliar,Moderada,33.7,12.0,1080.42,7810.21
879,2006-10-09,16121.99,BESS,Crítica,2.7,151.77,13659.67,29781.67
880,2008-02-01,3299.32,Sistema_Auxiliar,Menor,10.0,146.65,13198.91,16498.23
881,2008-06-29,9384.31,CC2,Crítica,43.7,154.48,13902.84,23287.15
882,2002-09-12,5902.68,BESS,Menor,18.5,49.72,4474.53,10377.21
883,2011-01-26,7687.57,Sistema_Auxiliar,Menor,23.0,38.11,3430.09,11117.66
884,2006-05-31,12564.07,Sistema_Auxiliar,Mayor,21.0,117.43,10568.61,23132.68
885,2009-10-27,11017.4,Sistema_Auxiliar,Crítica,42.6,26.47,2382.68,13400.08
886,2011-11-21,16906.69,BESS,Crítica,6.7,195.62,17606.11,34512.8
887,2001-11-29,11010.45,Sistema_Auxiliar,Crítica,39.2,28.85,2596.83,13607.28
888,2005-11-20,13319.13,CC1,Crítica,44.4,199.53,17957.56,31276.69
889,2010-05-23,6535.86,Sistema_Auxiliar,Menor,19.2,63.73,5735.29,12271.15
890,2011-01-04,7543.72,BESS,Menor,20.0,55.41,4987.15,12530.87
891,2004-01-09,11812.76,CC2,Mayor,45.5,51.57,4641.0,16453.75
892,2001-04-15,5721.11,Sistema_Auxiliar,Menor,7.3,56.08,5047.51,10768.62
893,2009-12-02,3409.21,Sistema_Auxiliar,Moderada,23.3,41.92,3773.14,7182.35
894,2016-09-07,3401.74,TV,Moderada,42.6,38.83,3494.8,6896.55
895,2016-10-20,6855.7,BESS,Menor,14.3,121.21,10908.58,17764.27
896,2001-02-18,10194.65,TV,Mayor,24.6,182.89,16459.81,26654.46
897,2015-07-04,15452.34,TV,Crítica,45.1,66.04,5943.57,21395.91
898,2003-07-14,6304.13,CC2,Menor,47.9,91.1,8199.28,14503.41
899,2011-11-07,4176.78,BESS,Mayor,42.1,51.94,4674.19,8850.97
900,2019-07-26,7007.14,Sistema_Auxiliar,Menor,14.7,99.19,8926.86,15933.99
901,2012-02-14,7827.72,BESS,Crítica,34.6,194.92,17542.76,25370.48
902,2011-01-07,5520.25,Sistema_Auxiliar,Crítica,18.7,165.9,14931.31,20451.56
903,2009-02-11,5304.61,Sistema_Auxiliar,Moderada,22.6,144.84,13035.38,18339.99
904,2018-07-12,8043.2,Sistema_Auxiliar,Moderada,2.9,14.15,1273.58,9316.78
905,2004-02-27,3152.83,BESS,Menor,45.0,96.84,8715.72,11868.55
906,2018-11-02,3073.59,CC1,Moderada,21.3,111.75,10057.78,13131.37
907,2011-09-23,5254.08,CC1,Menor,37.9,102.61,9234.65,14488.72
908,2015-11-08,17130.58,BESS,Crítica,26.7,179.18,16126.54,33257.12
909,2004-04-29,5044.59,CC1,Menor,39.7,144.71,13023.93,18068.52
910,2012-10-03,4596.7,TV,Menor,21.7,106.99,9628.87,14225.56
911,2019-06-21,6495.78,Sistema_Auxiliar,Crítica,46.4,189.49,17054.5,23550.28
912,2018-03-28,8559.28,Sistema_Auxiliar,Moderada,45.1,139.14,12522.95,21082.23
913,2009-02-11,7677.28,CC1,Menor,2.1,111.49,10033.79,17711.07
914,2003-01-19,6505.7,CC2,Menor,45.9,54.98,4947.83,11453.53
915,2006-02-05,3678.85,BESS,Moderada,7.1,20.97,1887.37,5566.22
916,2003-08-04,4437.36,BESS,Mayor,5.9,66.13,5951.72,10389.07
917,2009-02-26,6140.82,CC2,Menor,41.0,165.27,14873.97,21014.79
918,2016-05-08,4342.97,BESS,Menor,37.7,101.99,9179.36,13522.33
919,2002-08-02,15437.73,Sistema_Auxiliar,Crítica,34.2,45.63,4106.33,19544.05
920,2012-05-08,6047.57,TV,Mayor,9.7,44.59,4013.28,10060.85
921,2017-01-27,10333.3,TV,Mayor,42.0,56.39,5074.92,15408.23
922,2007-11-06,12325.03,CC2,Mayor,19.3,34.97,3147.15,15472.18
923,2008-07-19,6120.36,TV,Mayor,26.9,107.65,9688.64,15809.0
924,2003-06-16,17579.44,CC1,Crítica,16.1,109.96,9896.21,27475.65
925,2015-06-15,2995.91,CC1,Menor,36.1,19.1,1719.33,4715.23
926,2009-05-13,7978.12,CC2,Moderada,36.9,107.68,9690.8,17668.92
927,2001-03-15,6657.48,BESS,Moderada,38.0,86.97,7827.35,14484.83
928,2008-09-08,5666.23,CC2,Moderada,24.1,197.43,17768.93,23435.17
929,2018-02-13,6248.26,CC2,Menor,22.6,51.34,4620.75,10869.02
930,2009-02-20,2806.93,BESS,Menor,17.3,127.84,11506.02,14312.94
931,2001-01-04,6528.53,CC1,Crítica,11.0,88.12,7930.57,14459.1
932,2009-08-07,11815.11,Sistema_Auxiliar,Crítica,41.7,175.6,15804.12,27619.22
933,2002-09-16,10999.38,Sistema_Auxiliar,Crítica,34.7,78.15,7033.11,18032.49
934,2011-10-23,4732.54,Sistema_Auxiliar,Mayor,31.3,44.74,4026.98,8759.52
935,2016-12-20,5959.54,CC2,Menor,37.6,52.91,4761.86,10721.4
936,2010-01-22,6667.26,TV,Mayor,39.4,196.94,17724.8,24392.06
937,2004-03-24,7170.03,Sistema_Auxiliar,Menor,5.9,118.11,10629.61,17799.64
938,2012-04-29,11170.34,CC1,Crítica,21.3,118.17,10634.99,21805.33
939,2002-09-16,6272.45,CC2,Mayor,34.9,43.09,3878.08,10150.53
940,2009-12-28,14402.19,TV,Crítica,2.3,95.36,8582.49,22984.68
941,2012-03-06,7606.04,BESS,Menor,3.5,94.77,8529.51,16135.55
942,2011-07-18,6611.39,Sistema_Auxiliar,Mayor,8.7,67.78,6100.52,12711.91
943,2013-03-11,4090.08,BESS,Menor,21.6,17.36,1562.74,5652.82
944,2007-06-14,8353.43,CC1,Moderada,38.9,57.84,5205.9,13559.33
945,2017-06-15,3596.88,Sistema_Auxiliar,Moderada,24.5,66.34,5970.79,9567.67
946,2014-06-19,6024.07,BESS,Moderada,11.4,29.61,2665.0,8689.08
947,2005-06-12,6419.8,CC2,Moderada,32.3,60.76,5468.16,11887.96
948,2004-04-01,16336.79,Sistema_Auxiliar,Crítica,30.4,24.3,2187.27,18524.06
949,2012-05-07,7948.04,Sistema_Auxiliar,Mayor,19.1,189.17,17025.01,24973.04
950,2001-02-22,15920.67,CC2,Crítica,6.3,149.82,13484.24,29404.91
951,2018-02-08,17970.67,TV,Crítica,14.1,186.83,16814.5,34785.17
952,2000-12-23,6301.46,TV,Menor,40.3,195.14,17562.91,23864.37
953,2013-03-07,4494.02,TV,Mayor,31.4,133.0,11969.55,16463.57
954,2002-10-18,6041.05,CC1,Menor,36.3,121.79,10961.05,17002.1
955,2018-07-29,6209.41,Sistema_Auxiliar,Crítica,39.8,173.08,15577.45,21786.86
956,2001-07-07,8489.9,CC2,Moderada,15.6,109.81,9882.94,18372.84
957,2016-11-21,9397.13,TV,Moderada,32.1,165.21,14868.82,24265.96
958,2012-12-11,8007.26,BESS,Moderada,15.8,33.8,3041.8,11049.05
959,2015-09-14,5550.17,TV,Crítica,34.6,194.83,17534.77,23084.94
960,2015-11-07,6457.85,CC2,Moderada,35.6,105.2,9467.79,15925.64
961,2005-06-23,7650.9,CC1,Menor,32.6,73.44,6609.73,14260.64
962,2007-12-07,14976.44,BESS,Crítica,40.7,93.23,8390.55,23366.99
963,2015-09-22,3639.47,CC2,Moderada,28.4,45.45,4090.69,7730.16
964,2019-12-31,7721.53,CC1,Crítica,6.9,109.83,9885.11,17606.64
965,2015-06-15,3535.98,Sistema_Auxiliar,Menor,26.4,63.97,5757.4,9293.38
966,2012-03-30,7910.73,CC1,Mayor,40.4,145.97,13137.11,21047.84
967,2004-02-11,3552.94,BESS,Menor,6.9,34.67,3120.55,6673.49
968,2008-05-08,6375.39,CC2,Crítica,17.1,72.43,6518.56,12893.94
969,2005-05-05,5256.27,Sistema_Auxiliar,Moderada,4.3,135.47,12192.64,17448.91
970,2001-07-23,10022.77,BESS,Mayor,45.7,66.99,6028.95,16051.72
971,2000-07-27,10843.07,Sistema_Auxiliar,Crítica,45.8,49.88,4489.6,15332.66
972,2002-02-15,6737.6,BESS,Menor,44.0,50.23,4520.32,11257.92
973,2009-02-04,17698.68,BESS,Crítica,10.8,153.21,13788.62,31487.3
974,2018-07-26,4097.32,CC1,Moderada,28.9,153.42,13807.55,17904.87
975,2018-03-09,4908.64,TV,Menor,47.3,65.53,5897.46,10806.1
976,2006-10-24,7126.39,TV,Mayor,44.0,60.48,5443.22,12569.61
977,2000-12-22,7704.88,CC2,Menor,29.8,52.39,4714.78,12419.66
978,2019-04-27,7696.0,BESS,Menor,15.2,45.78,4119.97,11815.98
979,2015-10-13,4746.46,CC1,Mayor,5.9,90.36,8132.33,12878.79
980,2000-11-20,3191.75,TV,Menor,10.3,28.55,2569.13,5760.88
981,2003-03-09,9466.12,Sistema_Auxiliar,Moderada,17.6,134.61,12114.54,21580.65
982,2001-01-21,5886.56,BESS,Mayor,1.8,29.53,2657.34,8543.9
983,2016-12-01,5258.91,TV,Menor,21.0,74.93,6743.91,12002.82
984,2001-09-01,2438.31,TV,Menor,47.3,140.47,12642.2,15080.51
985,2014-01-02,4873.97,TV,Mayor,43.8,82.74,7446.45,12320.42
986,2011-01-29,7814.3,BESS,Mayor,28.0,28.69,2581.7,10396.0
987,2009-06-20,4223.47,Sistema_Auxiliar,Moderada,35.7,58.04,5223.52,9446.99
988,2003-05-26,3900.78,CC1,Menor,30.8,147.0,13230.03,17130.82
989,2014-04-30,15371.17,Sistema_Auxiliar,Crítica,30.5,37.76,3398.25,18769.42
990,2011-08-19,6038.78,TV,Mayor,41.8,43.05,3874.73,9913.52
991,2005-12-28,9366.95,BESS,Moderada,1.3,163.04,14673.98,24040.93
992,2012-07-14,10612.7,CC1,Crítica,12.1,25.95,2335.76,12948.46
993,2001-08-24,9634.59,Sistema_Auxiliar,Mayor,17.2,21.73,1956.14,11590.73
994,2000-05-05,11973.84,CC2,Crítica,37.7,48.71,4384.22,16358.06
995,2008-03-02,4746.0,BESS,Menor,34.3,182.16,16394.33,21140.33
996,2002-11-07,2704.35,CC2,Menor,7.8,135.01,12150.94,14855.29
997,2011-02-16,7601.08,CC2,Menor,40.6,94.72,8524.66,16125.74
998,2011-11-26,10560.04,TV,Mayor,18.0,131.09,11797.87,22357.91
999,2006-09-12,4424.63,TV,Menor,2.6,130.64,11757.3,16181.92
1000,2005-10-26,5732.07,CC1,Moderada,39.2,145.84,13125.69,18857.76
1001,2010-12-25,7497.21,CC2,Menor,30.5,15.47,1392.5,8889.71
1002,2011-10-05,6422.01,CC2,Mayor,35.6,70.8,6372.28,12794.29
1003,2007-04-08,5378.85,CC1,Mayor,41.0,174.12,15670.8,21049.65
1004,2004-11-26,10837.49,TV,Mayor,45.4,130.1,11709.25,22546.74
1005,2018-06-19,6603.05,BESS,Menor,7.8,176.82,15913.43,22516.48
1006,2000-01-16,15645.59,CC2,Crítica,10.9,54.98,4947.92,20593.51
1007,2004-06-25,10636.91,Sistema_Auxiliar,Crítica,32.5,95.14,8562.26,19199.17
1008,2010-01-18,7973.63,CC2,Crítica,34.0,106.4,9576.36,17550.0
1009,2015-08-29,6960.96,CC1,Moderada,38.6,95.71,8614.32,15575.29
1010,2017-03-13,9530.6,CC1,Mayor,11.2,57.56,5180.82,14711.42
1011,2013-05-30,8115.11,CC2,Mayor,44.9,131.05,11794.17,19909.28
1012,2018-05-31,4956.45,CC2,Menor,30.3,94.91,8541.55,13498.0
1013,2008-03-19,5022.48,CC1,Menor,44.9,187.19,16847.5,21869.98
1014,2002-08-18,10213.88,CC2,Crítica,41.2,78.16,7034.72,17248.6
1015,2016-11-18,10816.04,CC1,Crítica,46.2,193.25,17392.75,28208.79
1016,2003-05-09,7713.94,Sistema_Auxiliar,Moderada,5.7,106.74,9606.6,17320.54
1017,2004-06-21,5848.29,TV,Moderada,35.4,140.1,12608.8,18457.09
1018,2013-01-29,6074.88,BESS,Mayor,12.0,13.73,1236.04,7310.92
1019,2009-07-11,7916.84,TV,Moderada,13.6,199.62,17965.41,25882.25
1020,2018-08-20,4026.26,TV,Moderada,38.1,127.1,11438.57,15464.83
1021,2000-11-18,5945.28,CC2,Menor,30.3,35.46,3191.83,9137.1
1022,2000-10-09,17334.13,BESS,Crítica,4.8,137.75,12397.16,29731.28
1023,2007-09-01,4509.27,BESS,Moderada,10.4,162.97,14667.54,19176.81
1024,2004-03-25,12565.57,TV,Mayor,8.0,112.14,10092.64,22658.2
1025,2000-04-03,10435.69,TV,Crítica,26.2,105.5,9494.97,19930.67
1026,2001-04-15,4030.79,CC2,Mayor,29.2,74.92,6742.64,10773.43
1027,2019-12-07,6216.94,Sistema_Auxiliar,Moderada,32.4,33.86,3047.45,9264.39
1028,2005-06-18,3236.54,CC1,Menor,9.1,175.75,15817.95,19054.48
1029,2011-02-17,5330.56,TV,Mayor,25.4,23.85,2146.56,7477.12
1030,2006-07-24,5794.92,TV,Crítica,47.0,105.36,9481.97,15276.89
1031,2007-09-03,16317.28,CC2,Crítica,26.7,27.0,2429.99,18747.27
1032,2011-07-24,8972.99,CC1,Moderada,44.1,155.27,13974.12,22947.11
1033,2015-10-30,7972.28,CC2,Mayor,5.8,128.4,11555.66,19527.93
1034,2017-01-15,4635.83,Sistema_Auxiliar,Moderada,16.0,155.0,13949.87,18585.7
1035,2017-11-01,5695.74,BESS,Moderada,3.1,64.94,5844.24,11539.98
1036,2002-01-29,6649.66,CC1,Menor,39.3,187.87,16908.39,23558.05
1037,2010-07-05,6749.82,BESS,Moderada,40.9,103.67,9330.0,16079.83
1038,2012-05-30,6981.36,CC1,Mayor,27.0,121.7,10953.13,17934.49
1039,2016-01-19,8403.05,TV,Crítica,23.9,73.47,6612.18,15015.23
1040,2003-11-26,6073.49,Sistema_Auxiliar,Mayor,15.3,42.08,3787.49,9860.98
1041,2016-03-20,7827.08,TV,Moderada,14.6,25.58,2302.38,10129.47
1042,2002-08-29,13871.76,TV,Crítica,14.1,45.04,4053.84,17925.6
1043,2005-10-10,6653.31,CC2,Menor,34.3,14.02,1261.66,7914.97
1044,2002-04-13,4296.9,CC1,Menor,10.6,150.98,13588.12,17885.03
1045,2014-08-25,8967.8,CC2,Moderada,9.6,165.97,14937.72,23905.52
1046,2009-08-12,7649.35,BESS,Crítica,6.8,33.5,3015.11,10664.46
1047,2019-12-04,3890.57,Sistema_Auxiliar,Moderada,24.2,96.18,8656.1,12546.67
1048,2007-07-01,7704.42,TV,Moderada,6.3,10.74,967.0,8671.42
1049,2010-10-14,9057.06,BESS,Moderada,15.1,38.74,3486.62,12543.68
1050,2010-04-11,4404.99,Sistema_Auxiliar,Moderada,10.2,69.56,6260.46,10665.45
1051,2019-09-28,7468.45,CC2,Moderada,31.0,162.35,14611.22,22079.67
1052,2010-07-13,4886.44,Sistema_Auxiliar,Mayor,37.8,41.94,3774.82,8661.26
1053,2017-04-28,7573.0,CC1,Mayor,9.2,137.8,12402.22,19975.21
1054,2002-06-30,10495.56,BESS,Mayor,2.5,151.24,13611.33,24106.9
1055,2010-01-15,7114.31,Sistema_Auxiliar,Crítica,44.4,13.01,1171.07,8285.38
1056,2012-03-09,3826.12,CC1,Menor,47.4,20.63,1856.34,5682.46
1057,2017-12-19,11195.77,CC1,Crítica,18.4,40.31,3628.13,14823.9
1058,2005-08-02,5526.13,BESS,Crítica,27.9,73.01,6571.35,12097.48
1059,2014-12-03,6493.76,BESS,Moderada,2.0,162.51,14626.13,21119.89
1060,2013-11-22,5080.5,TV,Moderada,5.3,29.18,2626.1,7706.6
1061,2005-10-17,9998.94,TV,Moderada,8.3,56.25,5062.87,15061.81
1062,2011-11-28,8037.26,BESS,Crítica,34.1,86.48,7783.2,15820.46
1063,2001-08-22,3632.93,Sistema_Auxiliar,Moderada,13.2,74.07,6666.33,10299.27
1064,2017-08-08,3358.57,CC2,Moderada,6.8,86.18,7756.59,11115.16
1065,2003-09-18,3733.85,CC2,Moderada,25.4,117.49,10574.19,14308.04
1066,2004-08-13,7190.63,BESS,Mayor,18.2,30.1,2709.27,9899.89
1067,2013-02-22,3849.6,BESS,Moderada,37.7,84.15,7573.08,11422.68
1068,2006-08-18,16882.91,TV,Crítica,9.2,81.95,7375.83,24258.73
1069,2019-03-24,13517.08,TV,Crítica,41.7,179.85,16186.94,29704.02
1070,2006-10-17,5447.11,CC2,Menor,36.6,125.28,11274.85,16721.95
1071,2015-06-22,8581.94,BESS,Moderada,5.0,98.12,8831.15,17413.09
1072,2014-12-02,6882.5,CC2,Mayor,19.3,17.07,1536.49,8418.99
1073,2014-07-25,5860.71,CC2,Mayor,41.0,39.76,3578.08,9438.79
1074,2008-09-14,4362.77,TV,Mayor,15.2,131.26,11813.64,16176.4
1075,2001-07-20,6120.77,Sistema_Auxiliar,Menor,40.3,192.71,17343.58,23464.35
1076,2007-12-23,9559.62,CC1,Mayor,40.9,112.83,10154.58,19714.21
1077,2012-06-03,2749.69,BESS,Menor,21.9,36.91,3321.65,6071.34
1078,2016-09-20,7812.91,CC2,Menor,7.7,83.99,7559.33,15372.24
1079,2006-11-06,11799.69,CC1,Mayor,17.5,25.82,2323.71,14123.4
1080,2001-10-29,4061.2,TV,Mayor,37.6,82.65,7438.41,11499.61
1081,2004-08-06,5570.27,CC2,Crítica,29.3,171.24,15411.17,20981.44
1082,2000-06-23,5109.56,Sistema_Auxiliar,Menor,17.1,46.95,4225.33,9334.89
1083,2012-07-04,7534.04,CC2,Moderada,30.1,106.81,9612.6,17146.64
1084,2000-10-02,4412.77,CC2,Menor,45.7,87.65,7888.76,12301.54
1085,2011-06-26,3262.96,TV,Moderada,26.3,106.65,9598.87,12861.84
1086,2013-11-08,3342.12,BESS,Menor,14.5,57.02,5131.62,8473.74
1087,2012-06-28,9823.84,TV,Mayor,20.6,23.89,2149.76,11973.6
1088,2010-08-13,6341.08,TV,Mayor,25.4,17.13,1541.74,7882.82
1089,2006-12-28,11029.47,CC2,Crítica,45.9,184.73,16625.76,27655.23
1090,2012-10-18,7151.5,BESS,Menor,26.5,129.59,11663.15,18814.65
1091,2017-10-11,15490.11,CC1,Crítica,44.0,126.94,11424.22,26914.33
1092,2007-08-12,7508.36,TV,Menor,2.9,150.85,13576.38,21084.74
1093,2004-08-27,2700.7,Sistema_Auxiliar,Menor,25.9,15.29,1376.08,4076.79
1094,2002-02-16,6217.3,TV,Moderada,35.9,63.16,5684.01,11901.32
1095,2017-03-27,6510.59,CC1,Crítica,36.3,141.75,12757.15,19267.75
1096,2009-07-23,8901.43,TV,Crítica,21.9,184.56,16610.58,25512.01
1097,2016-03-04,9177.09,Sistema_Auxiliar,Moderada,42.0,21.35,1921.93,11099.02
1098,2018-06-15,4716.9,Sistema_Auxiliar,Menor,36.2,49.57,4461.55,9178.45
1099,2011-03-20,7909.38,CC2,Crítica,19.1,183.93,16553.62,24462.99
1100,2017-08-12,6351.7,BESS,Mayor,7.5,73.91,6651.51,13003.21
1101,2004-07-28,10279.3,CC1,Crítica,24.2,44.37,3992.95,14272.25
1102,2010-07-03,11584.21,Sistema_Auxiliar,Crítica,30.0,136.51,12286.17,23870.38
1103,2008-11-09,6989.33,TV,Crítica,2.5,123.1,11079.23,18068.57
1104,2017-06-11,12716.21,CC1,Mayor,14.5,124.74,11227.04,23943.25
1105,2017-04-23,2584.0,CC1,Menor,20.1,17.81,1602.51,4186.51
1106,2001-04-23,4856.6,BESS,Moderada,45.6,60.93,5483.61,10340.21
1107,2019-02-14,6766.85,TV,Moderada,44.9,155.61,14004.61,20771.45
1108,2009-09-24,6026.11,TV,Menor,34.6,185.69,16711.66,22737.77
1109,2004-05-24,3055.56,BESS,Menor,35.2,129.68,11670.82,14726.38
1110,2018-11-16,5526.59,CC2,Crítica,19.0,90.63,8156.76,13683.35
1111,2016-08-24,4073.99,CC1,Menor,46.4,34.82,3133.85,7207.83
1112,2006-05-07,6670.2,Sistema_Auxiliar,Moderada,29.6,196.84,17715.92,24386.13
