ID_Registro,Fecha,Generacion_MW,Eficiencia_Pct,Estado_Operacional,Es_Falla,Tipo_Combustible,Costo_Combustible_USD,Presion_Vapor_Bar,Ciclo_Simulacion
5277,2014-06-16,566.35,80.33,NORMAL,0,Gas_Natural,285069.93,159.0,TV_Ciclo_1
5278,2014-06-17,583.45,82.76,NORMAL,0,Gas_Natural,260314.07,140.1,TV_Ciclo_1
5279,2014-06-18,619.18,87.83,NORMAL,0,Gas_Natural,372884.45,151.2,TV_Ciclo_1
5280,2014-06-19,590.93,83.82,NORMAL,0,Gas_Natural,340567.18,144.5,TV_Ciclo_1
5281,2014-06-20,485.93,68.93,NORMAL,0,Gas_Natural,306241.43,159.1,TV_Ciclo_1
5282,2014-06-21,593.87,84.24,NORMAL,0,Gas_Natural,328419.7,150.8,TV_Ciclo_1
5283,2014-06-22,612.9,86.94,NORMAL,0,Gas_Natural,309303.03,162.9,TV_Ciclo_1
5284,2014-06-23,461.71,65.49,NORMAL,0,Gas_Natural,211843.33,159.7,TV_Ciclo_1
5285,2014-06-24,514.61,72.99,NORMAL,0,Gas_Natural,222972.17,162.8,TV_Ciclo_1
5286,2014-06-25,443.42,62.9,NORMAL,0,Gas_Natural,271609.77,168.6,TV_Ciclo_1
5287,2014-06-26,452.91,64.24,NORMAL,0,Gas_Natural,281899.23,152.8,TV_Ciclo_1
5288,2014-06-27,582.26,82.59,NORMAL,0,Gas_Natural,325438.56,156.7,TV_Ciclo_1
5289,2014-06-28,613.78,87.06,NORMAL,0,Gas_Natural,284003.09,169.2,TV_Ciclo_1
5290,2014-06-29,488.18,69.25,NORMAL,0,Gas_Natural,325874.23,175.6,TV_Ciclo_1
5291,2014-06-30,450.37,63.88,NORMAL,0,Gas_Natural,195929.9,143.5,TV_Ciclo_1
5292,2014-07-01,461.27,65.43,NORMAL,0,Gas_Natural,258791.3,169.2,TV_Ciclo_1
5293,2014-07-02,515.64,73.14,NORMAL,0,Gas_Natural,228790.92,146.7,TV_Ciclo_1
5294,2014-07-03,626.91,88.92,NORMAL,0,Gas_Natural,285275.41,144.7,TV_Ciclo_1
5295,2014-07-04,640.63,90.87,NORMAL,0,Gas_Natural,297415.78,177.2,TV_Ciclo_1
5296,2014-07-05,547.21,77.62,NORMAL,0,Gas_Natural,293364.49,140.5,TV_Ciclo_1
5297,2014-07-06,561.15,79.6,NORMAL,0,Gas_Natural,361356.23,128.9,TV_Ciclo_1
5298,2014-07-07,512.22,72.66,NORMAL,0,Gas_Natural,267959.97,147.8,TV_Ciclo_1
5299,2014-07-08,635.49,90.14,NORMAL,0,Gas_Natural,279110.05,138.3,TV_Ciclo_1
5300,2014-07-09,513.26,72.8,NORMAL,0,Gas_Natural,290500.2,162.6,TV_Ciclo_1
5301,2014-07-10,467.77,66.35,NORMAL,0,Gas_Natural,283988.61,151.6,TV_Ciclo_1
5302,2014-07-11,589.09,83.56,NORMAL,0,Gas_Natural,259629.5,133.4,TV_Ciclo_1
5303,2014-07-12,594.68,84.35,NORMAL,0,Gas_Natural,330935.47,157.3,TV_Ciclo_1
5304,2014-07-13,614.43,87.15,NORMAL,0,Gas_Natural,342624.29,122.1,TV_Ciclo_1
5305,2014-07-14,509.78,72.31,NORMAL,0,Gas_Natural,339669.44,139.1,TV_Ciclo_1
5306,2014-07-15,440.15,62.43,NORMAL,0,Gas_Natural,283623.98,167.3,TV_Ciclo_1
5307,2014-07-16,660.76,93.72,NORMAL,0,Gas_Natural,415321.0,164.5,TV_Ciclo_1
5308,2014-07-17,604.3,85.72,NORMAL,0,Gas_Natural,405306.08,131.0,TV_Ciclo_1
5309,2014-07-18,575.6,81.65,NORMAL,0,Gas_Natural,258874.07,170.5,TV_Ciclo_1
5310,2014-07-19,548.23,77.76,NORMAL,0,Gas_Natural,266416.5,121.2,TV_Ciclo_1
5311,2014-07-20,618.84,87.78,NORMAL,0,Gas_Natural,308389.87,154.2,TV_Ciclo_1
5312,2014-07-21,626.89,88.92,NORMAL,0,Gas_Natural,338894.76,164.9,TV_Ciclo_1
5313,2014-07-22,463.48,65.74,NORMAL,0,Gas_Natural,204212.56,137.0,TV_Ciclo_1
5314,2014-07-23,553.6,78.52,NORMAL,0,Gas_Natural,248927.46,137.2,TV_Ciclo_1
5315,2014-07-24,526.87,74.73,NORMAL,0,Gas_Natural,228780.96,136.6,TV_Ciclo_1
5316,2014-07-25,441.22,62.58,NORMAL,0,Gas_Natural,292161.68,142.6,TV_Ciclo_1
5317,2014-07-26,597.24,84.72,NORMAL,0,Gas_Natural,311466.3,142.5,TV_Ciclo_1
5318,2014-07-27,494.88,70.2,NORMAL,0,Gas_Natural,227693.64,135.5,TV_Ciclo_1
5319,2014-07-28,465.78,66.07,NORMAL,0,Gas_Natural,258648.96,124.3,TV_Ciclo_1
5320,2014-07-29,585.21,83.01,NORMAL,0,Gas_Natural,260968.24,123.6,TV_Ciclo_1
5321,2014-07-30,470.68,66.76,NORMAL,0,Gas_Natural,235789.01,162.3,TV_Ciclo_1
5322,2014-07-31,466.13,66.12,NORMAL,0,Gas_Natural,227905.19,158.6,TV_Ciclo_1
5323,2014-08-01,576.6,81.79,FALLA,1,Gas_Natural,276927.2,161.0,TV_Ciclo_1
5324,2014-08-02,577.39,81.9,NORMAL,0,Gas_Natural,338914.97,175.0,TV_Ciclo_1
5325,2014-08-03,586.7,83.22,FALLA,1,Gas_Natural,305897.68,145.1,TV_Ciclo_1
5326,2014-08-04,436.41,61.9,NORMAL,0,Gas_Natural,241860.45,175.7,TV_Ciclo_1
5327,2014-08-05,414.38,58.78,NORMAL,0,Gas_Natural,203389.41,139.5,TV_Ciclo_1
5328,2014-08-06,631.96,89.64,NORMAL,0,Gas_Natural,362194.93,139.3,TV_Ciclo_1
5329,2014-08-07,455.29,64.58,NORMAL,0,Gas_Natural,199631.34,159.7,TV_Ciclo_1
5330,2014-08-08,659.82,93.59,NORMAL,0,Gas_Natural,414750.41,130.3,TV_Ciclo_1
5331,2014-08-09,546.52,77.52,NORMAL,0,Gas_Natural,307895.91,121.8,TV_Ciclo_1
5332,2014-08-10,554.11,78.6,NORMAL,0,Gas_Natural,258536.08,140.9,TV_Ciclo_1
5333,2014-08-11,496.76,70.46,NORMAL,0,Gas_Natural,262733.14,137.3,TV_Ciclo_1
5334,2014-08-12,448.59,63.63,NORMAL,0,Gas_Natural,223967.76,122.3,TV_Ciclo_1
5335,2014-08-13,571.94,81.13,FALLA,1,Gas_Natural,283914.84,169.3,TV_Ciclo_1
5336,2014-08-14,594.79,84.37,NORMAL,0,Gas_Natural,353310.63,139.6,TV_Ciclo_1
5337,2014-08-15,544.36,77.21,NORMAL,0,Gas_Natural,342794.08,124.8,TV_Ciclo_1
5338,2014-08-16,460.08,65.26,NORMAL,0,Gas_Natural,290490.99,171.7,TV_Ciclo_1
5339,2014-08-17,451.89,64.1,NORMAL,0,Gas_Natural,295992.99,132.0,TV_Ciclo_1
5340,2014-08-18,586.79,83.23,FALLA,1,Gas_Natural,300100.34,121.8,TV_Ciclo_1
5341,2014-08-19,517.41,73.39,NORMAL,0,Gas_Natural,266423.31,133.3,TV_Ciclo_1
5342,2014-08-20,616.78,87.49,NORMAL,0,Gas_Natural,319848.94,139.3,TV_Ciclo_1
5343,2014-08-21,595.26,84.43,FALLA,1,Gas_Natural,330668.23,146.1,TV_Ciclo_1
5344,2014-08-22,529.41,75.09,NORMAL,0,Gas_Natural,277558.25,129.7,TV_Ciclo_1
5345,2014-08-23,561.72,79.68,NORMAL,0,Gas_Natural,299966.21,168.7,TV_Ciclo_1
5346,2014-08-24,549.96,78.01,NORMAL,0,Gas_Natural,334151.29,123.4,TV_Ciclo_1
5347,2014-08-25,645.3,91.53,NORMAL,0,Gas_Natural,417992.11,131.9,TV_Ciclo_1
5348,2014-08-26,582.07,82.56,NORMAL,0,Gas_Natural,366401.31,171.0,TV_Ciclo_1
5349,2014-08-27,607.36,86.15,NORMAL,0,Gas_Natural,373457.9,130.8,TV_Ciclo_1
5350,2014-08-28,519.43,73.68,NORMAL,0,Gas_Natural,263609.07,139.3,TV_Ciclo_1
5351,2014-08-29,490.97,69.64,NORMAL,0,Gas_Natural,302665.01,171.7,TV_Ciclo_1
5352,2014-08-30,512.83,72.74,NORMAL,0,Gas_Natural,311444.99,137.3,TV_Ciclo_1
5353,2014-08-31,612.66,86.9,FALLA,1,Gas_Natural,382537.94,157.0,TV_Ciclo_1
5354,2014-09-01,645.68,91.59,NORMAL,0,Gas_Natural,376136.1,168.5,TV_Ciclo_1
5355,2014-09-02,488.55,69.3,NORMAL,0,Gas_Natural,264932.13,174.4,TV_Ciclo_1
5356,2014-09-03,584.23,82.87,NORMAL,0,Gas_Natural,255767.15,140.5,TV_Ciclo_1
5357,2014-09-04,477.31,67.7,NORMAL,0,Gas_Natural,223174.93,161.4,TV_Ciclo_1
5358,2014-09-05,574.98,81.56,FALLA,1,Gas_Natural,269198.79,162.6,TV_Ciclo_1
5359,2014-09-06,608.61,86.33,NORMAL,0,Gas_Natural,375946.77,178.0,TV_Ciclo_1
5360,2014-09-07,603.13,85.55,NORMAL,0,Gas_Natural,361120.22,154.4,TV_Ciclo_1
5361,2014-09-08,470.28,66.71,NORMAL,0,Gas_Natural,272513.04,146.3,TV_Ciclo_1
5362,2014-09-09,601.45,85.31,FALLA,1,Gas_Natural,307055.31,145.2,TV_Ciclo_1
5363,2014-09-10,640.06,90.79,NORMAL,0,Gas_Natural,333026.06,179.4,TV_Ciclo_1
5364,2014-09-11,507.32,71.96,NORMAL,0,Gas_Natural,340883.06,150.8,TV_Ciclo_1
5365,2014-09-12,563.57,79.94,NORMAL,0,Gas_Natural,370259.25,167.2,TV_Ciclo_1
5366,2014-09-13,469.47,66.59,NORMAL,0,Gas_Natural,210618.2,137.2,TV_Ciclo_1
5367,2014-09-14,557.3,79.05,NORMAL,0,Gas_Natural,248713.82,140.4,TV_Ciclo_1
5368,2014-09-15,462.28,65.57,NORMAL,0,Gas_Natural,239919.08,138.0,TV_Ciclo_1
5369,2014-09-16,657.92,93.32,NORMAL,0,Gas_Natural,307275.34,173.7,TV_Ciclo_1
5370,2014-09-17,462.31,65.58,NORMAL,0,Gas_Natural,211529.1,138.6,TV_Ciclo_1
5371,2014-09-18,643.68,91.3,NORMAL,0,Gas_Natural,367027.37,157.4,TV_Ciclo_1
5372,2014-09-19,616.86,87.5,NORMAL,0,Gas_Natural,350762.85,160.2,TV_Ciclo_1
5373,2014-09-20,465.25,65.99,NORMAL,0,Gas_Natural,295945.48,144.6,TV_Ciclo_1
5374,2014-09-21,455.36,64.59,NORMAL,0,Gas_Natural,242257.31,142.7,TV_Ciclo_1
5375,2014-09-22,464.96,65.95,NORMAL,0,Gas_Natural,259028.76,171.4,TV_Ciclo_1
5376,2014-09-23,609.35,86.43,NORMAL,0,Gas_Natural,396512.12,124.4,TV_Ciclo_1
5377,2014-09-24,489.05,69.37,NORMAL,0,Gas_Natural,294089.05,143.7,TV_Ciclo_1
5378,2014-09-25,570.86,80.97,FALLA,1,Gas_Natural,371109.38,163.8,TV_Ciclo_1
5379,2014-09-26,538.03,76.32,NORMAL,0,Gas_Natural,299901.77,151.0,TV_Ciclo_1
5380,2014-09-27,602.05,85.4,NORMAL,0,Gas_Natural,303266.5,154.8,TV_Ciclo_1
5381,2014-09-28,531.83,75.44,NORMAL,0,Gas_Natural,284069.27,121.0,TV_Ciclo_1
5382,2014-09-29,570.41,80.91,FALLA,1,Gas_Natural,310913.52,131.0,TV_Ciclo_1
5383,2014-09-30,525.19,74.49,NORMAL,0,Gas_Natural,293526.33,167.2,TV_Ciclo_1
5384,2014-10-01,639.92,90.77,NORMAL,0,Gas_Natural,309314.58,169.6,TV_Ciclo_1
5385,2014-10-02,519.37,73.67,NORMAL,0,Gas_Natural,302600.95,142.8,TV_Ciclo_1
5386,2014-10-03,491.78,69.76,NORMAL,0,Gas_Natural,233269.6,152.6,TV_Ciclo_1
5387,2014-10-04,639.15,90.66,NORMAL,0,Gas_Natural,323866.5,154.5,TV_Ciclo_1
5388,2014-10-05,509.39,72.25,NORMAL,0,Gas_Natural,324894.21,133.0,TV_Ciclo_1
5389,2014-10-06,473.39,67.15,NORMAL,0,Gas_Natural,278824.94,162.0,TV_Ciclo_1
5390,2014-10-07,549.42,77.93,NORMAL,0,Gas_Natural,290592.69,176.8,TV_Ciclo_1
5391,2014-10-08,491.47,69.71,NORMAL,0,Gas_Natural,294570.78,175.4,TV_Ciclo_1
5392,2014-10-09,469.61,66.61,NORMAL,0,Gas_Natural,254168.97,164.8,TV_Ciclo_1
5393,2014-10-10,517.97,73.47,NORMAL,0,Gas_Natural,268327.08,148.8,TV_Ciclo_1
5394,2014-10-11,607.34,86.15,NORMAL,0,Gas_Natural,297855.31,139.5,TV_Ciclo_1
5395,2014-10-12,630.25,89.4,NORMAL,0,Gas_Natural,377772.57,143.4,TV_Ciclo_1
5396,2014-10-13,563.98,80.0,NORMAL,0,Gas_Natural,308724.85,176.7,TV_Ciclo_1
5397,2014-10-14,579.81,82.24,FALLA,1,Gas_Natural,349804.08,160.5,TV_Ciclo_1
5398,2014-10-15,621.36,88.14,FALLA,1,Gas_Natural,310976.67,131.3,TV_Ciclo_1
5399,2014-10-16,589.68,83.64,NORMAL,0,Gas_Natural,289698.1,154.8,TV_Ciclo_1
5400,2014-10-17,471.19,66.84,NORMAL,0,Gas_Natural,271747.71,169.5,TV_Ciclo_1
5401,2014-10-18,574.43,81.48,NORMAL,0,Gas_Natural,323376.72,133.6,TV_Ciclo_1
5402,2014-10-19,426.46,60.49,NORMAL,0,Gas_Natural,194327.6,151.3,TV_Ciclo_1
5403,2014-10-20,605.26,85.85,NORMAL,0,Gas_Natural,399928.91,149.9,TV_Ciclo_1
5404,2014-10-21,536.33,76.08,NORMAL,0,Gas_Natural,240638.03,139.6,TV_Ciclo_1
5405,2014-10-22,664.48,94.25,NORMAL,0,Gas_Natural,332400.99,159.2,TV_Ciclo_1
5406,2014-10-23,582.93,82.69,NORMAL,0,Gas_Natural,267328.4,173.7,TV_Ciclo_1
5407,2014-10-24,583.69,82.79,NORMAL,0,Gas_Natural,290560.45,133.3,TV_Ciclo_1
5408,2014-10-25,488.09,69.23,NORMAL,0,Gas_Natural,227318.79,152.1,TV_Ciclo_1
5409,2014-10-26,598.4,84.88,NORMAL,0,Gas_Natural,321193.88,144.4,TV_Ciclo_1
5410,2014-10-27,415.22,58.9,NORMAL,0,Gas_Natural,263852.02,139.6,TV_Ciclo_1
5411,2014-10-28,607.28,86.14,NORMAL,0,Gas_Natural,301442.95,176.0,TV_Ciclo_1
5412,2014-10-29,600.64,85.2,NORMAL,0,Gas_Natural,320908.35,170.7,TV_Ciclo_1
5413,2014-10-30,464.31,65.86,NORMAL,0,Gas_Natural,201316.99,168.5,TV_Ciclo_1
5414,2014-10-31,576.69,81.8,NORMAL,0,Gas_Natural,295666.46,140.5,TV_Ciclo_1
5415,2014-11-01,632.71,89.75,NORMAL,0,Gas_Natural,366507.57,134.2,TV_Ciclo_1
5416,2014-11-02,428.26,60.75,NORMAL,0,Gas_Natural,187358.72,145.9,TV_Ciclo_1
5417,2014-11-03,458.7,65.06,NORMAL,0,Gas_Natural,298925.17,155.3,TV_Ciclo_1
5418,2014-11-04,597.92,84.81,FALLA,1,Gas_Natural,396488.17,138.5,TV_Ciclo_1
5419,2014-11-05,487.14,69.1,NORMAL,0,Gas_Natural,225922.52,126.3,TV_Ciclo_1
5420,2014-11-06,509.92,72.33,NORMAL,0,Gas_Natural,237148.06,150.0,TV_Ciclo_1
5421,2014-11-07,501.84,71.18,NORMAL,0,Gas_Natural,234602.43,157.0,TV_Ciclo_1
5422,2014-11-08,609.36,86.43,NORMAL,0,Gas_Natural,272285.63,139.2,TV_Ciclo_1
5423,2014-11-09,660.61,93.7,NORMAL,0,Gas_Natural,322434.07,131.3,TV_Ciclo_1
5424,2014-11-10,600.53,85.18,FALLA,1,Gas_Natural,318804.57,174.0,TV_Ciclo_1
5425,2014-11-11,445.32,63.17,NORMAL,0,Gas_Natural,275807.48,156.7,TV_Ciclo_1
5426,2014-11-12,536.91,76.16,NORMAL,0,Gas_Natural,244343.46,148.7,TV_Ciclo_1
5427,2014-11-13,409.76,58.12,NORMAL,0,Gas_Natural,230111.33,154.4,TV_Ciclo_1
5428,2014-11-14,624.45,88.57,NORMAL,0,Gas_Natural,328173.93,151.0,TV_Ciclo_1
5429,2014-11-15,579.94,82.26,FALLA,1,Gas_Natural,364188.77,135.9,TV_Ciclo_1
5430,2014-11-16,606.96,86.09,FALLA,1,Gas_Natural,284759.13,179.1,TV_Ciclo_1
5431,2014-11-17,441.89,62.68,NORMAL,0,Gas_Natural,194889.67,150.7,TV_Ciclo_1
5432,2014-11-18,530.9,75.3,NORMAL,0,Gas_Natural,247284.5,145.8,TV_Ciclo_1
5433,2014-11-19,408.55,57.95,NORMAL,0,Gas_Natural,200062.5,156.3,TV_Ciclo_1
5434,2014-11-20,554.93,78.71,NORMAL,0,Gas_Natural,260889.78,137.1,TV_Ciclo_1
5435,2014-11-21,512.71,72.72,NORMAL,0,Gas_Natural,318209.91,125.6,TV_Ciclo_1
5436,2014-11-22,441.85,62.67,NORMAL,0,Gas_Natural,272856.22,142.1,TV_Ciclo_1
5437,2014-11-23,413.34,58.63,NORMAL,0,Gas_Natural,277087.74,179.1,TV_Ciclo_1
5438,2014-11-24,549.07,77.88,NORMAL,0,Gas_Natural,307766.4,129.3,TV_Ciclo_1
5439,2014-11-25,634.19,89.96,NORMAL,0,Gas_Natural,306660.4,136.1,TV_Ciclo_1
5440,2014-11-26,498.67,70.73,NORMAL,0,Gas_Natural,269881.48,130.0,TV_Ciclo_1
5441,2014-11-27,436.66,61.94,NORMAL,0,Gas_Natural,267962.11,141.0,TV_Ciclo_1
5442,2014-11-28,494.25,70.11,NORMAL,0,Gas_Natural,296126.18,170.7,TV_Ciclo_1
5443,2014-11-29,461.23,65.42,NORMAL,0,Gas_Natural,270078.36,125.7,TV_Ciclo_1
5444,2014-11-30,553.23,78.47,NORMAL,0,Gas_Natural,254119.29,158.9,TV_Ciclo_1
5445,2014-12-01,471.37,66.86,NORMAL,0,Gas_Natural,213988.48,177.5,TV_Ciclo_1
5446,2014-12-02,407.06,57.74,NORMAL,0,Gas_Natural,256240.31,139.4,TV_Ciclo_1
5447,2014-12-03,503.93,71.48,NORMAL,0,Gas_Natural,284462.14,134.5,TV_Ciclo_1
5448,2014-12-04,529.29,75.08,NORMAL,0,Gas_Natural,247074.1,140.3,TV_Ciclo_1
5449,2014-12-05,595.55,84.48,NORMAL,0,Gas_Natural,376290.23,173.4,TV_Ciclo_1
5450,2014-12-06,416.22,59.04,NORMAL,0,Gas_Natural,249230.66,167.0,TV_Ciclo_1
5451,2014-12-07,620.67,88.04,FALLA,1,Gas_Natural,324542.99,165.0,TV_Ciclo_1
5452,2014-12-08,611.07,86.68,NORMAL,0,Gas_Natural,339821.09,134.9,TV_Ciclo_1
5453,2014-12-09,593.11,84.13,NORMAL,0,Gas_Natural,265403.18,179.3,TV_Ciclo_1
5454,2014-12-10,648.44,91.98,NORMAL,0,Gas_Natural,296282.51,140.5,TV_Ciclo_1
5455,2014-12-11,617.45,87.58,NORMAL,0,Gas_Natural,294389.47,127.6,TV_Ciclo_1
5456,2014-12-12,559.64,79.38,NORMAL,0,Gas_Natural,335081.92,138.3,TV_Ciclo_1
5457,2014-12-13,404.35,57.35,NORMAL,0,Gas_Natural,263937.3,158.5,TV_Ciclo_1
5458,2014-12-14,518.17,73.5,NORMAL,0,Gas_Natural,336432.93,121.0,TV_Ciclo_1
5459,2014-12-15,650.55,92.28,NORMAL,0,Gas_Natural,312814.34,170.0,TV_Ciclo_1
5460,2014-12-16,518.61,73.56,NORMAL,0,Gas_Natural,247917.34,129.5,TV_Ciclo_1
5461,2014-12-17,570.9,80.98,NORMAL,0,Gas_Natural,278221.67,120.4,TV_Ciclo_1
5462,2014-12-18,543.53,77.1,NORMAL,0,Gas_Natural,297112.08,123.7,TV_Ciclo_1
5463,2014-12-19,473.72,67.19,NORMAL,0,Gas_Natural,242454.31,141.2,TV_Ciclo_1
5464,2014-12-20,637.57,90.44,NORMAL,0,Gas_Natural,418153.38,154.5,TV_Ciclo_1
5465,2014-12-21,639.71,90.74,NORMAL,0,Gas_Natural,423602.95,156.5,TV_Ciclo_1
5466,2014-12-22,546.88,77.57,NORMAL,0,Gas_Natural,263258.8,140.4,TV_Ciclo_1
5467,2014-12-23,470.82,66.78,NORMAL,0,Gas_Natural,213222.88,153.4,TV_Ciclo_1
5468,2014-12-24,452.21,64.14,NORMAL,0,Gas_Natural,206168.36,146.3,TV_Ciclo_1
5469,2014-12-25,479.56,68.02,NORMAL,0,Gas_Natural,243324.86,174.9,TV_Ciclo_1
5470,2014-12-26,561.0,79.58,FALLA,1,Gas_Natural,273936.65,168.5,TV_Ciclo_1
5471,2014-12-27,442.96,62.83,NORMAL,0,Gas_Natural,222947.26,129.0,TV_Ciclo_1
5472,2014-12-28,526.95,74.75,NORMAL,0,Gas_Natural,332102.65,141.8,TV_Ciclo_1
5473,2014-12-29,554.91,78.71,NORMAL,0,Gas_Natural,283241.47,155.2,TV_Ciclo_1
5474,2014-12-30,602.9,85.52,NORMAL,0,Gas_Natural,284279.93,135.4,TV_Ciclo_1
5475,2014-12-31,638.59,90.58,NORMAL,0,Gas_Natural,291701.07,147.6,TV_Ciclo_1
5476,2015-01-01,564.0,80.0,NORMAL,0,Gas_Natural,353558.15,170.5,TV_Ciclo_1
5477,2015-01-02,569.78,80.82,NORMAL,0,Gas_Natural,360026.02,175.3,TV_Ciclo_1
5478,2015-01-03,602.17,85.41,NORMAL,0,Gas_Natural,314626.12,129.5,TV_Ciclo_1
5479,2015-01-04,487.87,69.2,NORMAL,0,Gas_Natural,220831.31,121.8,TV_Ciclo_1
5480,2015-01-05,497.84,70.62,NORMAL,0,Gas_Natural,265004.17,144.3,TV_Ciclo_1
5481,2015-01-06,420.62,59.66,NORMAL,0,Gas_Natural,224719.81,178.3,TV_Ciclo_1
5482,2015-01-07,452.64,64.2,NORMAL,0,Gas_Natural,250783.98,163.8,TV_Ciclo_1
5483,2015-01-08,576.74,81.81,NORMAL,0,Gas_Natural,313497.19,158.9,TV_Ciclo_1
5484,2015-01-09,436.35,61.89,NORMAL,0,Gas_Natural,195306.09,177.9,TV_Ciclo_1
5485,2015-01-10,482.81,68.48,NORMAL,0,Gas_Natural,229599.91,148.0,TV_Ciclo_1
5486,2015-01-11,554.11,78.6,NORMAL,0,Gas_Natural,361584.37,137.1,TV_Ciclo_1
5487,2015-01-12,475.39,67.43,NORMAL,0,Gas_Natural,231020.26,155.4,TV_Ciclo_1
5488,2015-01-13,435.15,61.72,NORMAL,0,Gas_Natural,242630.7,160.5,TV_Ciclo_1
5489,2015-01-14,629.09,89.23,NORMAL,0,Gas_Natural,302370.86,130.2,TV_Ciclo_1
5490,2015-01-15,603.26,85.57,NORMAL,0,Gas_Natural,332351.02,143.3,TV_Ciclo_1
5491,2015-01-16,499.9,70.91,NORMAL,0,Gas_Natural,244626.32,149.9,TV_Ciclo_1
5492,2015-01-17,529.18,75.06,NORMAL,0,Gas_Natural,313609.93,166.6,TV_Ciclo_1
5493,2015-01-18,472.84,67.07,NORMAL,0,Gas_Natural,226838.72,125.1,TV_Ciclo_1
5494,2015-01-19,480.87,68.21,NORMAL,0,Gas_Natural,294999.93,138.9,TV_Ciclo_1
5495,2015-01-20,599.72,85.07,NORMAL,0,Gas_Natural,340060.3,161.7,TV_Ciclo_1
5496,2015-01-21,522.88,74.17,NORMAL,0,Gas_Natural,272057.56,136.3,TV_Ciclo_1
5497,2015-01-22,501.59,71.15,NORMAL,0,Gas_Natural,310439.86,168.5,TV_Ciclo_1
5498,2015-01-23,570.5,80.92,NORMAL,0,Gas_Natural,270708.3,128.9,TV_Ciclo_1
5499,2015-01-24,506.88,71.9,NORMAL,0,Gas_Natural,292233.1,121.9,TV_Ciclo_1
5500,2015-01-25,645.0,91.49,FALLA,1,Gas_Natural,390345.9,131.6,TV_Ciclo_1
5501,2015-01-26,582.24,82.59,NORMAL,0,Gas_Natural,267917.45,143.2,TV_Ciclo_1
5502,2015-01-27,543.93,77.15,NORMAL,0,Gas_Natural,298220.86,130.6,TV_Ciclo_1
5503,2015-01-28,493.92,70.06,NORMAL,0,Gas_Natural,257558.86,122.4,TV_Ciclo_1
5504,2015-01-29,651.01,92.34,NORMAL,0,Gas_Natural,409036.71,154.5,TV_Ciclo_1
5505,2015-01-30,612.21,86.84,NORMAL,0,Gas_Natural,309643.42,170.3,TV_Ciclo_1
5506,2015-01-31,490.73,69.61,NORMAL,0,Gas_Natural,309825.69,149.2,TV_Ciclo_1
5507,2015-02-01,454.62,64.48,NORMAL,0,Gas_Natural,284492.4,159.3,TV_Ciclo_1
5508,2015-02-02,452.28,64.15,NORMAL,0,Gas_Natural,232836.66,171.3,TV_Ciclo_1
5509,2015-02-03,486.77,69.04,NORMAL,0,Gas_Natural,213998.52,152.6,TV_Ciclo_1
5510,2015-02-04,514.25,72.94,NORMAL,0,Gas_Natural,332909.05,134.2,TV_Ciclo_1
5511,2015-02-05,455.02,64.54,NORMAL,0,Gas_Natural,283601.87,151.9,TV_Ciclo_1
5512,2015-02-06,631.86,89.63,NORMAL,0,Gas_Natural,337183.55,168.1,TV_Ciclo_1
5513,2015-02-07,581.72,82.51,NORMAL,0,Gas_Natural,282622.36,156.3,TV_Ciclo_1
5514,2015-02-08,517.48,73.4,NORMAL,0,Gas_Natural,236802.46,128.1,TV_Ciclo_1
5515,2015-02-09,617.76,87.63,NORMAL,0,Gas_Natural,278846.1,157.5,TV_Ciclo_1
5516,2015-02-10,610.88,86.65,NORMAL,0,Gas_Natural,318554.58,164.7,TV_Ciclo_1
5517,2015-02-11,646.81,91.75,NORMAL,0,Gas_Natural,291620.09,155.4,TV_Ciclo_1
5518,2015-02-12,568.2,80.6,NORMAL,0,Gas_Natural,340328.24,175.1,TV_Ciclo_1
5519,2015-02-13,472.9,67.08,NORMAL,0,Gas_Natural,274908.76,173.0,TV_Ciclo_1
5520,2015-02-14,621.72,88.19,NORMAL,0,Gas_Natural,387745.21,150.2,TV_Ciclo_1
5521,2015-02-15,503.0,71.35,NORMAL,0,Gas_Natural,243598.72,165.8,TV_Ciclo_1
5522,2015-02-16,655.08,92.92,NORMAL,0,Gas_Natural,361729.98,151.0,TV_Ciclo_1
5523,2015-02-17,550.76,78.12,FALLA,1,Gas_Natural,292863.31,158.6,TV_Ciclo_1
5524,2015-02-18,474.12,67.25,NORMAL,0,Gas_Natural,261669.12,167.4,TV_Ciclo_1
5525,2015-02-19,443.04,62.84,NORMAL,0,Gas_Natural,204769.38,142.7,TV_Ciclo_1
5526,2015-02-20,427.89,60.69,NORMAL,0,Gas_Natural,246855.2,179.6,TV_Ciclo_1
5527,2015-02-21,619.78,87.91,NORMAL,0,Gas_Natural,294277.18,170.0,TV_Ciclo_1
5528,2015-02-22,573.2,81.3,NORMAL,0,Gas_Natural,359894.27,133.2,TV_Ciclo_1
5529,2015-02-23,491.27,69.68,NORMAL,0,Gas_Natural,295421.76,178.3,TV_Ciclo_1
5530,2015-02-24,598.55,84.9,FALLA,1,Gas_Natural,272052.08,127.4,TV_Ciclo_1
5531,2015-02-25,488.52,69.29,NORMAL,0,Gas_Natural,267848.98,163.0,TV_Ciclo_1
5532,2015-02-26,530.14,75.2,NORMAL,0,Gas_Natural,325325.74,166.8,TV_Ciclo_1
5533,2015-02-27,585.46,83.04,FALLA,1,Gas_Natural,302322.15,137.5,TV_Ciclo_1
