ID_Registro,Fecha,Generacion_MW,Eficiencia_Pct,Estado_Operacional,Es_Falla,Ola_Calor,Tipo_Combustible,Costo_Combustible_USD,Ciclo_Simulacion
3813,2010-06-12,719.98,84.7,NORMAL,0,0,Gas_Natural,370036.2,CC1_Ciclo_1
3814,2010-06-13,797.16,93.78,NORMAL,0,0,Gas_Natural,330848.51,CC1_Ciclo_1
3815,2010-06-14,768.04,90.36,NORMAL,0,0,Gas_Natural,297920.26,CC1_Ciclo_1
3816,2010-06-15,788.47,92.76,NORMAL,0,0,Gas_Natural,345775.88,CC1_Ciclo_1
3817,2010-06-16,618.7,72.79,NORMAL,0,0,Gas_Natural,280878.84,CC1_Ciclo_1
3818,2010-06-17,708.17,83.31,NORMAL,0,0,Gas_Natural,326610.89,CC1_Ciclo_1
3819,2010-06-18,625.19,73.55,NORMAL,0,0,Gas_Natural,280420.91,CC1_Ciclo_1
3820,2010-06-19,672.47,79.11,NORMAL,0,0,Gas_Natural,310396.99,CC1_Ciclo_1
3821,2010-06-20,829.48,97.59,NORMAL,0,0,Gas_Natural,495639.35,CC1_Ciclo_1
3822,2010-06-21,708.38,83.34,NORMAL,0,0,Gas_Natural,364666.7,CC1_Ciclo_1
3823,2010-06-22,751.39,88.4,NORMAL,0,0,Gas_Natural,360104.53,CC1_Ciclo_1
3824,2010-06-23,755.54,88.89,NORMAL,0,0,Gas_Natural,354628.91,CC1_Ciclo_1
3825,2010-06-24,598.19,70.38,NORMAL,0,0,Gas_Natural,333453.22,CC1_Ciclo_1
3826,2010-06-25,699.79,82.33,NORMAL,0,0,Gas_Natural,309861.15,CC1_Ciclo_1
3827,2010-06-26,809.55,95.24,NORMAL,0,0,Gas_Natural,484731.06,CC1_Ciclo_1
3828,2010-06-27,671.32,78.98,NORMAL,0,0,Gas_Natural,333171.18,CC1_Ciclo_1
3829,2010-06-28,636.26,74.85,NORMAL,0,0,Gas_Natural,369377.25,CC1_Ciclo_1
3830,2010-06-29,814.76,95.85,NORMAL,0,0,Gas_Natural,389289.08,CC1_Ciclo_1
3831,2010-06-30,826.92,97.28,NORMAL,0,0,Gas_Natural,402707.31,CC1_Ciclo_1
3832,2010-07-01,714.3,84.03,NORMAL,0,0,Gas_Natural,260356.76,CC1_Ciclo_1
3833,2010-07-02,767.22,90.26,NORMAL,0,0,Gas_Natural,380855.37,CC1_Ciclo_1
3834,2010-07-03,600.68,70.67,NORMAL,0,0,Gas_Natural,306564.6,CC1_Ciclo_1
3835,2010-07-04,726.78,85.5,NORMAL,0,0,Gas_Natural,282380.83,CC1_Ciclo_1
3836,2010-07-05,840.42,98.87,NORMAL,0,0,Gas_Natural,334172.02,CC1_Ciclo_1
3837,2010-07-06,751.06,88.36,NORMAL,0,0,Gas_Natural,322273.94,CC1_Ciclo_1
3838,2010-07-07,694.65,81.72,NORMAL,0,0,Gas_Natural,260579.64,CC1_Ciclo_1
3839,2010-07-08,633.08,74.48,NORMAL,0,0,Gas_Natural,360816.25,CC1_Ciclo_1
3840,2010-07-09,639.21,75.2,NORMAL,0,0,Gas_Natural,288576.71,CC1_Ciclo_1
3841,2010-07-10,703.84,82.8,NORMAL,0,0,Gas_Natural,343982.7,CC1_Ciclo_1
3842,2010-07-11,684.72,80.56,NORMAL,0,0,Gas_Natural,302848.96,CC1_Ciclo_1
3843,2010-07-12,665.31,78.27,NORMAL,0,0,Gas_Natural,288546.25,CC1_Ciclo_1
3844,2010-07-13,797.98,93.88,NORMAL,0,0,Gas_Natural,429335.78,CC1_Ciclo_1
3845,2010-07-14,636.4,74.87,NORMAL,0,0,Gas_Natural,322949.22,CC1_Ciclo_1
3846,2010-07-15,720.34,84.75,NORMAL,0,0,Gas_Natural,290507.43,CC1_Ciclo_1
3847,2010-07-16,779.13,91.66,NORMAL,0,0,Gas_Natural,364857.04,CC1_Ciclo_1
3848,2010-07-17,656.94,77.29,NORMAL,0,0,Gas_Natural,301284.77,CC1_Ciclo_1
3849,2010-07-18,747.85,87.98,NORMAL,0,0,Gas_Natural,277487.19,CC1_Ciclo_1
3850,2010-07-19,672.63,79.13,NORMAL,0,0,Gas_Natural,262585.5,CC1_Ciclo_1
3851,2010-07-20,780.06,91.77,NORMAL,0,0,Gas_Natural,358620.64,CC1_Ciclo_1
3852,2010-07-21,648.0,76.23,NORMAL,0,0,Gas_Natural,346010.16,CC1_Ciclo_1
3853,2010-07-22,630.0,74.12,NORMAL,0,0,Gas_Natural,349788.72,CC1_Ciclo_1
3854,2010-07-23,721.15,84.84,NORMAL,0,0,Gas_Natural,289148.31,CC1_Ciclo_1
3855,2010-07-24,592.06,69.65,NORMAL,0,0,Gas_Natural,329109.2,CC1_Ciclo_1
3856,2010-07-25,813.28,95.68,NORMAL,0,0,Gas_Natural,348537.65,CC1_Ciclo_1
3857,2010-07-26,838.29,98.62,NORMAL,0,0,Gas_Natural,304426.96,CC1_Ciclo_1
3858,2010-07-27,779.58,91.72,NORMAL,0,0,Gas_Natural,295240.35,CC1_Ciclo_1
3859,2010-07-28,688.06,80.95,NORMAL,0,0,Gas_Natural,351990.31,CC1_Ciclo_1
3860,2010-07-29,656.05,77.18,NORMAL,0,0,Gas_Natural,377607.86,CC1_Ciclo_1
3861,2010-07-30,695.23,81.79,NORMAL,0,0,Gas_Natural,254459.09,CC1_Ciclo_1
3862,2010-07-31,744.14,87.55,NORMAL,0,0,Gas_Natural,324782.55,CC1_Ciclo_1
3863,2010-08-01,804.61,94.66,NORMAL,0,0,Gas_Natural,426185.09,CC1_Ciclo_1
3864,2010-08-02,655.54,77.12,NORMAL,0,0,Gas_Natural,374326.89,CC1_Ciclo_1
3865,2010-08-03,620.69,73.02,NORMAL,0,0,Gas_Natural,241785.54,CC1_Ciclo_1
3866,2010-08-04,721.93,84.93,NORMAL,0,0,Gas_Natural,406949.77,CC1_Ciclo_1
3867,2010-08-05,800.7,94.2,NORMAL,0,0,Gas_Natural,371013.95,CC1_Ciclo_1
3868,2010-08-06,748.24,88.03,NORMAL,0,0,Gas_Natural,308471.69,CC1_Ciclo_1
3869,2010-08-07,662.13,77.9,NORMAL,0,0,Gas_Natural,267551.92,CC1_Ciclo_1
3870,2010-08-08,528.96,62.23,FALLA,1,0,Gas_Natural,250301.31,CC1_Ciclo_1
3871,2010-08-09,649.17,76.37,NORMAL,0,0,Gas_Natural,356502.68,CC1_Ciclo_1
3872,2010-08-10,790.45,92.99,NORMAL,0,0,Gas_Natural,286379.09,CC1_Ciclo_1
3873,2010-08-11,643.84,75.75,NORMAL,0,0,Gas_Natural,286755.24,CC1_Ciclo_1
3874,2010-08-12,766.33,90.16,NORMAL,0,0,Gas_Natural,458355.2,CC1_Ciclo_1
3875,2010-08-13,732.54,86.18,NORMAL,0,0,Gas_Natural,335224.18,CC1_Ciclo_1
3876,2010-08-14,826.35,97.22,NORMAL,0,0,Gas_Natural,330489.82,CC1_Ciclo_1
3877,2010-08-15,627.65,73.84,NORMAL,0,0,Gas_Natural,303409.5,CC1_Ciclo_1
3878,2010-08-16,598.32,70.39,NORMAL,0,0,Gas_Natural,352886.23,CC1_Ciclo_1
3879,2010-08-17,669.64,78.78,NORMAL,0,0,Gas_Natural,279236.81,CC1_Ciclo_1
3880,2010-08-18,735.92,86.58,NORMAL,0,0,Gas_Natural,338978.52,CC1_Ciclo_1
3881,2010-08-19,819.34,96.39,NORMAL,0,0,Gas_Natural,332181.21,CC1_Ciclo_1
3882,2010-08-20,666.83,78.45,NORMAL,0,0,Gas_Natural,324305.31,CC1_Ciclo_1
3883,2010-08-21,798.39,93.93,NORMAL,0,0,Gas_Natural,467784.78,CC1_Ciclo_1
3884,2010-08-22,615.02,72.36,NORMAL,0,0,Gas_Natural,321736.54,CC1_Ciclo_1
3885,2010-08-23,766.68,90.2,NORMAL,0,0,Gas_Natural,286495.15,CC1_Ciclo_1
3886,2010-08-24,815.17,95.9,NORMAL,0,0,Gas_Natural,297565.45,CC1_Ciclo_1
3887,2010-08-25,796.83,93.74,NORMAL,0,0,Gas_Natural,397501.01,CC1_Ciclo_1
3888,2010-08-26,606.16,71.31,NORMAL,0,0,Gas_Natural,220915.36,CC1_Ciclo_1
3889,2010-08-27,811.43,95.46,NORMAL,0,0,Gas_Natural,364213.15,CC1_Ciclo_1
3890,2010-08-28,655.37,77.1,NORMAL,0,0,Gas_Natural,374672.23,CC1_Ciclo_1
3891,2010-08-29,848.05,99.77,NORMAL,0,0,Gas_Natural,380134.6,CC1_Ciclo_1
3892,2010-08-30,645.78,75.97,NORMAL,0,0,Gas_Natural,240060.43,CC1_Ciclo_1
3893,2010-08-31,799.83,94.1,NORMAL,0,0,Gas_Natural,397765.96,CC1_Ciclo_1
3894,2010-09-01,819.61,96.42,NORMAL,0,0,Gas_Natural,449858.46,CC1_Ciclo_1
3895,2010-09-02,686.53,80.77,NORMAL,0,0,Gas_Natural,348980.34,CC1_Ciclo_1
3896,2010-09-03,710.71,83.61,NORMAL,0,0,Gas_Natural,308166.35,CC1_Ciclo_1
3897,2010-09-04,707.49,83.23,NORMAL,0,0,Gas_Natural,383908.33,CC1_Ciclo_1
3898,2010-09-05,603.78,71.03,NORMAL,0,0,Gas_Natural,270733.44,CC1_Ciclo_1
3899,2010-09-06,781.36,91.93,NORMAL,0,0,Gas_Natural,295656.52,CC1_Ciclo_1
3900,2010-09-07,650.81,76.57,NORMAL,0,0,Gas_Natural,235711.34,CC1_Ciclo_1
3901,2010-09-08,701.74,82.56,NORMAL,0,0,Gas_Natural,394506.03,CC1_Ciclo_1
3902,2010-09-09,700.11,82.37,NORMAL,0,0,Gas_Natural,276937.1,CC1_Ciclo_1
3903,2010-09-10,749.12,88.13,NORMAL,0,0,Gas_Natural,366605.87,CC1_Ciclo_1
3904,2010-09-11,720.59,84.78,NORMAL,0,0,Gas_Natural,291060.74,CC1_Ciclo_1
3905,2010-09-12,767.72,90.32,NORMAL,0,0,Gas_Natural,409748.32,CC1_Ciclo_1
3906,2010-09-13,768.87,90.46,NORMAL,0,0,Gas_Natural,365247.53,CC1_Ciclo_1
3907,2010-09-14,808.38,95.1,NORMAL,0,0,Gas_Natural,294570.71,CC1_Ciclo_1
3908,2010-09-15,762.32,89.69,NORMAL,0,0,Gas_Natural,388210.02,CC1_Ciclo_1
3909,2010-09-16,781.56,91.95,NORMAL,0,0,Gas_Natural,402476.72,CC1_Ciclo_1
3910,2010-09-17,715.58,84.19,NORMAL,0,0,Gas_Natural,380700.25,CC1_Ciclo_1
3911,2010-09-18,668.05,78.59,NORMAL,0,0,Gas_Natural,333252.09,CC1_Ciclo_1
3912,2010-09-19,749.93,88.23,NORMAL,0,0,Gas_Natural,448295.49,CC1_Ciclo_1
3913,2010-09-20,777.73,91.5,NORMAL,0,0,Gas_Natural,378121.97,CC1_Ciclo_1
3914,2010-09-21,669.43,78.76,NORMAL,0,0,Gas_Natural,250964.98,CC1_Ciclo_1
3915,2010-09-22,669.55,78.77,NORMAL,0,0,Gas_Natural,313834.35,CC1_Ciclo_1
3916,2010-09-23,800.74,94.2,NORMAL,0,0,Gas_Natural,424881.35,CC1_Ciclo_1
3917,2010-09-24,728.29,85.68,NORMAL,0,0,Gas_Natural,403692.28,CC1_Ciclo_1
3918,2010-09-25,718.45,84.52,NORMAL,0,0,Gas_Natural,379523.44,CC1_Ciclo_1
3919,2010-09-26,767.87,90.34,NORMAL,0,0,Gas_Natural,359165.79,CC1_Ciclo_1
3920,2010-09-27,797.89,93.87,NORMAL,0,0,Gas_Natural,416302.35,CC1_Ciclo_1
3921,2010-09-28,632.98,74.47,NORMAL,0,0,Gas_Natural,352932.84,CC1_Ciclo_1
3922,2010-09-29,620.54,73.0,NORMAL,0,0,Gas_Natural,322790.74,CC1_Ciclo_1
3923,2010-09-30,675.53,79.47,NORMAL,0,0,Gas_Natural,256529.79,CC1_Ciclo_1
3924,2010-10-01,770.47,90.64,NORMAL,0,0,Gas_Natural,461894.12,CC1_Ciclo_1
3925,2010-10-02,782.88,92.1,NORMAL,0,0,Gas_Natural,403918.24,CC1_Ciclo_1
3926,2010-10-03,776.58,91.36,NORMAL,0,0,Gas_Natural,454477.33,CC1_Ciclo_1
3927,2010-10-04,777.98,91.53,NORMAL,0,0,Gas_Natural,290626.52,CC1_Ciclo_1
3928,2010-10-05,694.48,81.7,NORMAL,0,0,Gas_Natural,327977.74,CC1_Ciclo_1
3929,2010-10-06,809.09,95.19,NORMAL,0,0,Gas_Natural,366573.27,CC1_Ciclo_1
3930,2010-10-07,702.81,82.68,NORMAL,0,0,Gas_Natural,271744.16,CC1_Ciclo_1
3931,2010-10-08,726.39,85.46,NORMAL,0,0,Gas_Natural,356866.6,CC1_Ciclo_1
3932,2010-10-09,590.29,69.45,NORMAL,0,0,Gas_Natural,347209.35,CC1_Ciclo_1
3933,2010-10-10,601.0,70.71,NORMAL,0,0,Gas_Natural,236234.68,CC1_Ciclo_1
3934,2010-10-11,674.0,79.29,NORMAL,0,0,Gas_Natural,343377.54,CC1_Ciclo_1
3935,2010-10-12,652.18,76.73,NORMAL,0,0,Gas_Natural,313996.62,CC1_Ciclo_1
3936,2010-10-13,601.87,70.81,NORMAL,0,0,Gas_Natural,291763.3,CC1_Ciclo_1
3937,2010-10-14,629.85,74.1,NORMAL,0,0,Gas_Natural,336216.04,CC1_Ciclo_1
3938,2010-10-15,800.29,94.15,NORMAL,0,0,Gas_Natural,474916.08,CC1_Ciclo_1
3939,2010-10-16,723.01,85.06,NORMAL,0,0,Gas_Natural,379434.59,CC1_Ciclo_1
3940,2010-10-17,699.13,82.25,NORMAL,0,0,Gas_Natural,373115.76,CC1_Ciclo_1
3941,2010-10-18,699.82,82.33,NORMAL,0,0,Gas_Natural,313559.72,CC1_Ciclo_1
3942,2010-10-19,763.82,89.86,NORMAL,0,0,Gas_Natural,436822.94,CC1_Ciclo_1
3943,2010-10-20,788.9,92.81,NORMAL,0,0,Gas_Natural,421605.67,CC1_Ciclo_1
3944,2010-10-21,591.55,69.59,NORMAL,0,0,Gas_Natural,266000.54,CC1_Ciclo_1
3945,2010-10-22,694.78,81.74,NORMAL,0,0,Gas_Natural,372468.76,CC1_Ciclo_1
3946,2010-10-23,715.72,84.2,NORMAL,0,0,Gas_Natural,286248.31,CC1_Ciclo_1
3947,2010-10-24,713.71,83.97,NORMAL,0,0,Gas_Natural,371847.84,CC1_Ciclo_1
3948,2010-10-25,777.77,91.5,NORMAL,0,0,Gas_Natural,426201.66,CC1_Ciclo_1
3949,2010-10-26,700.29,82.39,NORMAL,0,0,Gas_Natural,286182.24,CC1_Ciclo_1
3950,2010-10-27,764.6,89.95,NORMAL,0,0,Gas_Natural,444947.57,CC1_Ciclo_1
3951,2010-10-28,602.76,70.91,NORMAL,0,0,Gas_Natural,312497.04,CC1_Ciclo_1
3952,2010-10-29,782.19,92.02,NORMAL,0,0,Gas_Natural,301782.66,CC1_Ciclo_1
3953,2010-10-30,635.42,74.76,NORMAL,0,0,Gas_Natural,238769.38,CC1_Ciclo_1
3954,2010-10-31,629.01,74.0,NORMAL,0,0,Gas_Natural,364413.92,CC1_Ciclo_1
3955,2010-11-01,743.7,87.49,NORMAL,0,0,Gas_Natural,370310.33,CC1_Ciclo_1
3956,2010-11-02,766.43,90.17,NORMAL,0,0,Gas_Natural,415307.27,CC1_Ciclo_1
3957,2010-11-03,705.91,83.05,NORMAL,0,0,Gas_Natural,421884.56,CC1_Ciclo_1
3958,2010-11-04,618.34,72.75,NORMAL,0,0,Gas_Natural,270180.09,CC1_Ciclo_1
3959,2010-11-05,788.48,92.76,NORMAL,0,0,Gas_Natural,337341.36,CC1_Ciclo_1
3960,2010-11-06,611.66,71.96,NORMAL,0,0,Gas_Natural,304360.18,CC1_Ciclo_1
3961,2010-11-07,664.45,78.17,NORMAL,0,0,Gas_Natural,255036.33,CC1_Ciclo_1
3962,2010-11-08,684.67,80.55,NORMAL,0,0,Gas_Natural,356797.16,CC1_Ciclo_1
3963,2010-11-09,797.11,93.78,NORMAL,0,0,Gas_Natural,427364.65,CC1_Ciclo_1
3964,2010-11-10,762.3,89.68,NORMAL,0,0,Gas_Natural,316171.34,CC1_Ciclo_1
3965,2010-11-11,722.61,85.01,NORMAL,0,0,Gas_Natural,278299.79,CC1_Ciclo_1
3966,2010-11-12,683.4,80.4,NORMAL,0,0,Gas_Natural,273311.07,CC1_Ciclo_1
3967,2010-11-13,643.82,75.74,NORMAL,0,0,Gas_Natural,234968.54,CC1_Ciclo_1
3968,2010-11-14,681.24,80.15,NORMAL,0,0,Gas_Natural,353106.49,CC1_Ciclo_1
3969,2010-11-15,724.51,85.24,NORMAL,0,0,Gas_Natural,290765.29,CC1_Ciclo_1
3970,2010-11-16,749.6,88.19,NORMAL,0,0,Gas_Natural,353226.51,CC1_Ciclo_1
3971,2010-11-17,611.93,71.99,NORMAL,0,0,Gas_Natural,332772.95,CC1_Ciclo_1
3972,2010-11-18,680.08,80.01,NORMAL,0,0,Gas_Natural,294056.16,CC1_Ciclo_1
3973,2010-11-19,840.29,98.86,NORMAL,0,0,Gas_Natural,435273.74,CC1_Ciclo_1
3974,2010-11-20,620.0,72.94,NORMAL,0,0,Gas_Natural,318840.41,CC1_Ciclo_1
3975,2010-11-21,712.46,83.82,NORMAL,0,0,Gas_Natural,373622.93,CC1_Ciclo_1
3976,2010-11-22,639.09,75.19,NORMAL,0,0,Gas_Natural,283162.36,CC1_Ciclo_1
3977,2010-11-23,765.46,90.05,NORMAL,0,0,Gas_Natural,432949.86,CC1_Ciclo_1
3978,2010-11-24,593.04,69.77,NORMAL,0,0,Gas_Natural,352163.1,CC1_Ciclo_1
3979,2010-11-25,624.91,73.52,NORMAL,0,0,Gas_Natural,280745.03,CC1_Ciclo_1
3980,2010-11-26,805.67,94.78,NORMAL,0,0,Gas_Natural,417558.22,CC1_Ciclo_1
3981,2010-11-27,829.61,97.6,NORMAL,0,0,Gas_Natural,425316.12,CC1_Ciclo_1
3982,2010-11-28,626.03,73.65,NORMAL,0,0,Gas_Natural,356135.53,CC1_Ciclo_1
3983,2010-11-29,777.41,91.46,NORMAL,0,0,Gas_Natural,369286.14,CC1_Ciclo_1
3984,2010-11-30,681.96,80.23,NORMAL,0,0,Gas_Natural,386112.32,CC1_Ciclo_1
3985,2010-12-01,638.65,75.13,NORMAL,0,0,Gas_Natural,336047.3,CC1_Ciclo_1
3986,2010-12-02,642.64,75.61,NORMAL,0,0,Gas_Natural,278719.81,CC1_Ciclo_1
3987,2010-12-03,601.21,70.73,NORMAL,0,1,Gas_Natural,288716.69,CC1_Ciclo_1
3988,2010-12-04,708.2,83.32,NORMAL,0,0,Gas_Natural,418120.84,CC1_Ciclo_1
3989,2010-12-05,677.8,79.74,NORMAL,0,0,Gas_Natural,320167.07,CC1_Ciclo_1
3990,2010-12-06,790.65,93.02,NORMAL,0,0,Gas_Natural,446767.73,CC1_Ciclo_1
3991,2010-12-07,766.63,90.19,NORMAL,0,0,Gas_Natural,439548.94,CC1_Ciclo_1
3992,2010-12-08,736.54,86.65,NORMAL,0,1,Gas_Natural,376122.38,CC1_Ciclo_1
3993,2010-12-09,693.37,81.57,NORMAL,0,0,Gas_Natural,267115.62,CC1_Ciclo_1
3994,2010-12-10,655.13,77.07,NORMAL,0,0,Gas_Natural,286160.92,CC1_Ciclo_1
3995,2010-12-11,808.44,95.11,NORMAL,0,0,Gas_Natural,474625.99,CC1_Ciclo_1
3996,2010-12-12,851.34,100.16,NORMAL,0,0,Gas_Natural,426822.33,CC1_Ciclo_1
3997,2010-12-13,655.61,77.13,NORMAL,0,1,Gas_Natural,355924.93,CC1_Ciclo_1
3998,2010-12-14,607.7,71.49,NORMAL,0,0,Gas_Natural,325562.56,CC1_Ciclo_1
3999,2010-12-15,807.63,95.02,NORMAL,0,0,Gas_Natural,407684.23,CC1_Ciclo_1
4000,2010-12-16,677.4,79.69,NORMAL,0,0,Gas_Natural,245420.24,CC1_Ciclo_1
4001,2010-12-17,721.82,84.92,NORMAL,0,0,Gas_Natural,268628.41,CC1_Ciclo_1
4002,2010-12-18,797.06,93.77,NORMAL,0,0,Gas_Natural,405166.16,CC1_Ciclo_1
4003,2010-12-19,824.02,96.94,NORMAL,0,0,Gas_Natural,460989.6,CC1_Ciclo_1
4004,2010-12-20,825.83,97.16,NORMAL,0,0,Gas_Natural,314180.67,CC1_Ciclo_1
4005,2010-12-21,781.16,91.9,NORMAL,0,0,Gas_Natural,351356.47,CC1_Ciclo_1
4006,2010-12-22,602.21,70.85,NORMAL,0,0,Gas_Natural,325265.03,CC1_Ciclo_1
4007,2010-12-23,538.32,63.33,FALLA,1,0,Gas_Natural,252288.28,CC1_Ciclo_1
4008,2010-12-24,672.05,79.06,NORMAL,0,0,Gas_Natural,399426.36,CC1_Ciclo_1
4009,2010-12-25,694.82,81.74,NORMAL,0,1,Gas_Natural,282192.79,CC1_Ciclo_1
4010,2010-12-26,603.73,71.03,NORMAL,0,0,Gas_Natural,313511.73,CC1_Ciclo_1
4011,2010-12-27,812.53,95.59,NORMAL,0,0,Gas_Natural,383922.4,CC1_Ciclo_1
4012,2010-12-28,608.13,71.54,NORMAL,0,0,Gas_Natural,308987.56,CC1_Ciclo_1
4013,2010-12-29,669.84,78.8,NORMAL,0,0,Gas_Natural,301070.47,CC1_Ciclo_1
4014,2010-12-30,720.63,84.78,NORMAL,0,0,Gas_Natural,334880.74,CC1_Ciclo_1
4015,2010-12-31,786.21,92.5,NORMAL,0,0,Gas_Natural,397706.64,CC1_Ciclo_1
4016,2011-01-01,696.2,81.91,NORMAL,0,0,Gas_Natural,397983.3,CC1_Ciclo_1
4017,2011-01-02,714.26,84.03,NORMAL,0,0,Gas_Natural,389805.58,CC1_Ciclo_1
4018,2011-01-03,726.58,85.48,NORMAL,0,1,Gas_Natural,350213.8,CC1_Ciclo_1
4019,2011-01-04,702.44,82.64,NORMAL,0,0,Gas_Natural,376506.3,CC1_Ciclo_1
4020,2011-01-05,766.52,90.18,NORMAL,0,0,Gas_Natural,376800.39,CC1_Ciclo_1
4021,2011-01-06,588.04,69.18,NORMAL,0,0,Gas_Natural,338818.94,CC1_Ciclo_1
4022,2011-01-07,824.29,96.97,NORMAL,0,0,Gas_Natural,438645.58,CC1_Ciclo_1
4023,2011-01-08,647.23,76.14,NORMAL,0,0,Gas_Natural,304572.13,CC1_Ciclo_1
4024,2011-01-09,661.62,77.84,NORMAL,0,0,Gas_Natural,274521.29,CC1_Ciclo_1
4025,2011-01-10,688.76,81.03,NORMAL,0,0,Gas_Natural,365753.96,CC1_Ciclo_1
4026,2011-01-11,625.36,73.57,NORMAL,0,0,Gas_Natural,269091.76,CC1_Ciclo_1
4027,2011-01-12,816.9,96.11,NORMAL,0,0,Gas_Natural,359736.43,CC1_Ciclo_1
4028,2011-01-13,704.82,82.92,NORMAL,0,0,Gas_Natural,398442.14,CC1_Ciclo_1
4029,2011-01-14,756.15,88.96,NORMAL,0,0,Gas_Natural,337874.27,CC1_Ciclo_1
4030,2011-01-15,653.14,76.84,NORMAL,0,0,Gas_Natural,341986.26,CC1_Ciclo_1
4031,2011-01-16,776.34,91.33,NORMAL,0,0,Gas_Natural,305351.45,CC1_Ciclo_1
4032,2011-01-17,760.21,89.44,NORMAL,0,0,Gas_Natural,392681.22,CC1_Ciclo_1
4033,2011-01-18,636.96,74.94,NORMAL,0,0,Gas_Natural,253801.62,CC1_Ciclo_1
4034,2011-01-19,749.63,88.19,NORMAL,0,0,Gas_Natural,294197.01,CC1_Ciclo_1
4035,2011-01-20,660.79,77.74,NORMAL,0,0,Gas_Natural,351935.33,CC1_Ciclo_1
4036,2011-01-21,781.7,91.96,NORMAL,0,0,Gas_Natural,310977.67,CC1_Ciclo_1
4037,2011-01-22,686.25,80.74,NORMAL,0,0,Gas_Natural,256706.49,CC1_Ciclo_1
4038,2011-01-23,520.83,61.27,FALLA,1,0,Gas_Natural,222411.09,CC1_Ciclo_1
4039,2011-01-24,646.4,76.05,NORMAL,0,1,Gas_Natural,330859.93,CC1_Ciclo_1
4040,2011-01-25,652.64,76.78,NORMAL,0,0,Gas_Natural,318074.8,CC1_Ciclo_1
4041,2011-01-26,665.3,78.27,NORMAL,0,0,Gas_Natural,336253.15,CC1_Ciclo_1
4042,2011-01-27,804.98,94.7,NORMAL,0,0,Gas_Natural,332292.02,CC1_Ciclo_1
4043,2011-01-28,752.21,88.49,NORMAL,0,0,Gas_Natural,403065.61,CC1_Ciclo_1
4044,2011-01-29,645.23,75.91,NORMAL,0,0,Gas_Natural,344781.82,CC1_Ciclo_1
4045,2011-01-30,652.31,76.74,NORMAL,0,0,Gas_Natural,321063.58,CC1_Ciclo_1
4046,2011-01-31,725.16,85.31,NORMAL,0,0,Gas_Natural,406006.24,CC1_Ciclo_1
4047,2011-02-01,802.95,94.47,NORMAL,0,0,Gas_Natural,383528.95,CC1_Ciclo_1
4048,2011-02-02,652.5,76.76,NORMAL,0,1,Gas_Natural,343208.88,CC1_Ciclo_1
4049,2011-02-03,667.3,78.51,NORMAL,0,0,Gas_Natural,340119.92,CC1_Ciclo_1
4050,2011-02-04,785.58,92.42,NORMAL,0,0,Gas_Natural,464019.99,CC1_Ciclo_1
4051,2011-02-05,803.73,94.56,NORMAL,0,0,Gas_Natural,393525.61,CC1_Ciclo_1
4052,2011-02-06,833.64,98.08,NORMAL,0,0,Gas_Natural,493462.24,CC1_Ciclo_1
4053,2011-02-07,824.94,97.05,NORMAL,0,0,Gas_Natural,397124.32,CC1_Ciclo_1
4054,2011-02-08,827.82,97.39,NORMAL,0,0,Gas_Natural,456520.49,CC1_Ciclo_1
4055,2011-02-09,771.53,90.77,NORMAL,0,0,Gas_Natural,303991.93,CC1_Ciclo_1
4056,2011-02-10,671.63,79.01,NORMAL,0,0,Gas_Natural,355663.07,CC1_Ciclo_1
4057,2011-02-11,733.1,86.25,NORMAL,0,0,Gas_Natural,322128.72,CC1_Ciclo_1
4058,2011-02-12,767.56,90.3,NORMAL,0,0,Gas_Natural,432349.99,CC1_Ciclo_1
4059,2011-02-13,677.53,79.71,NORMAL,0,1,Gas_Natural,376706.92,CC1_Ciclo_1
4060,2011-02-14,687.48,80.88,NORMAL,0,0,Gas_Natural,362941.02,CC1_Ciclo_1
4061,2011-02-15,729.51,85.82,NORMAL,0,1,Gas_Natural,265501.34,CC1_Ciclo_1
4062,2011-02-16,841.47,99.0,NORMAL,0,0,Gas_Natural,464261.0,CC1_Ciclo_1
4063,2011-02-17,722.09,84.95,NORMAL,0,1,Gas_Natural,347218.34,CC1_Ciclo_1
4064,2011-02-18,797.38,93.81,NORMAL,0,0,Gas_Natural,464685.51,CC1_Ciclo_1
4065,2011-02-19,812.91,95.64,NORMAL,0,0,Gas_Natural,368333.33,CC1_Ciclo_1
4066,2011-02-20,669.89,78.81,NORMAL,0,0,Gas_Natural,401133.82,CC1_Ciclo_1
4067,2011-02-21,728.39,85.69,NORMAL,0,1,Gas_Natural,394616.19,CC1_Ciclo_1
4068,2011-02-22,720.16,84.72,NORMAL,0,0,Gas_Natural,282360.61,CC1_Ciclo_1
4069,2011-02-23,655.97,77.17,NORMAL,0,0,Gas_Natural,340000.79,CC1_Ciclo_1
4070,2011-02-24,494.59,58.19,FALLA,1,0,Gas_Natural,229211.23,CC1_Ciclo_1
4071,2011-02-25,783.08,92.13,NORMAL,0,0,Gas_Natural,413590.08,CC1_Ciclo_1
4072,2011-02-26,753.95,88.7,NORMAL,0,0,Gas_Natural,406970.03,CC1_Ciclo_1
4073,2011-02-27,678.8,79.86,NORMAL,0,0,Gas_Natural,375436.95,CC1_Ciclo_1
4074,2011-02-28,697.59,82.07,NORMAL,0,0,Gas_Natural,267828.28,CC1_Ciclo_1
